Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
157,Dwight Powell,33,DAL,C,27,0,216,15.1,.805,.067,1.867,8.3,15.6,12.1,11.2,2.2,6.1,18.0,6.6,0.6,0.4,0.9,.204,-0.5,3.7,3.3,0.3,,poweldw01
158,Buddy Hield,32,GSW,SG,32,6,730,13.2,.579,.682,.077,2.7,12.9,7.7,8.2,1.7,1.2,10.3,22.1,0.3,0.8,1.2,.078,0.1,-0.5,-0.4,0.3,,hieldbu01
159,Alec Burks,33,MIA,SG,17,0,293,14.3,.643,.701,.299,2.3,10.4,6.4,9.8,1.9,1.3,5.4,13.8,0.6,0.3,0.9,.152,0.8,1.1,1.9,0.3,,burksal01
160,Dru Smith,27,MIA,SG,14,1,268,13.7,.659,.492,.213,5.0,9.7,7.4,12.3,3.9,2.2,20.3,13.7,0.3,0.4,0.7,.127,-1.0,3.2,2.2,0.3,,smithdr01
161,Julian Champagnie,23,SAS,SF,33,26,923,12.5,.590,.730,.132,2.8,15.0,9.0,7.1,1.5,1.8,9.6,17.4,0.6,0.9,1.6,.083,-0.3,-0.6,-0.8,0.3,,champju02
162,Dorian Finney-Smith,31,2TM,PF,21,20,599,12.1,.605,.675,.147,6.4,12.2,9.2,8.2,1.5,2.0,9.4,14.2,0.7,0.3,1.1,.087,0.0,-0.3,-0.3,0.3,,finnedo01
163,Gary Payton II,32,GSW,SG,28,4,368,15.2,.577,.302,.142,9.0,13.1,11.0,13.4,2.6,2.6,11.1,14.3,0.5,0.6,1.1,.143,-1.2,1.9,0.7,0.3,,paytoga02
164,Wendell Carter Jr.,25,ORL,C,22,19,552,13.5,.541,.336,.435,7.3,27.1,16.7,12.5,1.4,2.5,9.8,13.6,0.6,1.0,1.7,.146,-1.9,1.7,-0.2,0.3,,cartewe01
165,Brandon Ingram,27,NOP,SF,18,18,595,16.6,.560,.345,.165,3.0,16.0,9.2,27.8,1.3,1.7,16.2,30.2,0.0,0.1,0.1,.007,1.7,-2.0,-0.4,0.2,,ingrabr01
166,Garrison Mathews,28,ATL,SG,25,2,473,13.9,.680,.838,.352,1.3,6.9,4.1,11.0,1.7,1.6,8.9,15.4,1.1,0.2,1.3,.133,0.6,-0.6,0.0,0.2,,mathega01
167,Clint Capela,30,ATL,C,34,34,780,18.0,.580,.000,.261,15.4,27.3,21.3,8.0,1.3,3.9,10.0,16.0,1.4,0.9,2.3,.140,-0.1,-0.6,-0.8,0.2,,capelca01
168,Dillon Brooks,29,HOU,SF,30,30,965,11.2,.556,.517,.154,4.2,9.0,6.5,6.8,1.1,0.8,8.0,17.6,1.1,1.3,2.4,.120,-1.1,0.0,-1.1,0.2,,brookdi01
169,Nicolas Batum,36,LAC,PF,33,1,606,8.9,.564,.816,.133,4.2,13.1,8.7,11.2,1.5,2.3,15.5,8.7,0.5,0.8,1.2,.097,-1.8,1.3,-0.5,0.2,,batumni01
170,Justin Champagnie,23,WAS,SF,14,11,356,16.7,.652,.464,.136,9.0,18.2,13.6,6.3,2.2,3.1,12.1,15.5,0.5,0.3,0.8,.110,0.2,0.4,0.6,0.2,,champju01
171,Khris Middleton,33,MIL,SF,10,5,236,17.4,.580,.383,.252,1.9,17.5,9.9,35.8,1.8,0.8,17.9,26.9,0.3,0.3,0.6,.113,1.0,0.8,1.8,0.2,,middlkh01
172,Marcus Sasser,24,DET,PG,22,0,289,15.7,.635,.485,.061,3.1,4.6,3.9,19.5,3.2,1.0,15.0,17.7,0.5,0.3,0.7,.120,0.1,0.9,1.0,0.2,,sassema01
173,Jamison Battle,23,TOR,SF,31,0,420,13.2,.645,.739,.101,4.9,10.5,7.7,10.1,0.5,0.9,7.7,15.4,0.9,0.0,0.9,.097,1.9,-1.8,0.1,0.2,,battlja01
174,Lonzo Ball,27,CHI,PG,15,0,278,12.5,.480,.835,.127,2.3,16.8,9.6,24.8,3.3,2.5,16.1,14.9,0.1,0.4,0.4,.072,-1.8,2.9,1.1,0.2,,balllo01
175,Jonathan Isaac,27,ORL,PF,29,0,482,14.8,.492,.510,.252,11.4,21.4,16.1,3.4,2.6,7.3,8.7,16.5,0.1,1.1,1.3,.126,-1.9,1.7,-0.2,0.2,,isaacjo01
176,Tobias Harris,32,DET,PF,31,31,981,12.9,.536,.377,.199,3.5,18.9,11.2,10.6,1.1,2.6,8.4,17.7,0.7,0.9,1.7,.081,-1.1,0.0,-1.1,0.2,,harrito02
177,Ben Simmons,28,BRK,PG,26,20,653,12.4,.562,.000,.165,4.1,21.1,12.4,40.1,1.7,1.9,34.9,14.2,0.3,0.6,0.8,.060,-2.0,1.3,-0.7,0.2,,simmobe01
178,Amir Coffey,27,LAC,SG,32,8,786,12.1,.632,.515,.225,2.3,9.5,5.9,6.7,1.1,0.4,7.6,15.1,1.3,0.7,2.0,.121,-0.6,-0.3,-0.9,0.2,,coffeam01
179,Kevon Looney,28,GSW,C,28,5,442,17.6,.523,.000,.366,19.7,25.9,22.7,14.9,2.2,1.3,11.6,13.8,0.9,0.8,1.7,.180,-0.6,0.4,-0.2,0.2,,looneke01
180,Sandro Mamukelashvili,25,SAS,PF,21,0,193,17.5,.701,.678,.254,6.8,25.6,16.4,6.2,0.8,2.8,12.1,16.6,0.4,0.2,0.6,.154,2.3,-0.2,2.0,0.2,,mamuksa01
181,Bones Hyland,24,LAC,PG,13,0,154,16.7,.572,.699,.241,2.2,8.0,5.1,16.8,3.5,2.6,14.8,30.2,0.0,0.3,0.3,.088,2.2,0.7,3.0,0.2,,hylanbo01
182,Josh Minott,22,MIN,SF,19,0,143,17.0,.624,.422,.156,4.0,16.2,10.2,13.1,3.1,3.3,9.4,16.2,0.2,0.3,0.5,.175,-0.4,3.6,3.2,0.2,,minotjo01
183,Cody Martin,29,CHO,SF,30,7,779,12.1,.535,.493,.167,4.4,15.3,9.7,13.1,2.2,2.7,12.5,14.7,0.4,0.8,1.3,.077,-1.9,0.9,-1.0,0.2,,martico01
184,Zach Collins,27,SAS,C,26,4,365,14.9,.581,.351,.315,9.3,15.3,12.3,18.3,1.6,3.0,14.8,17.5,0.6,0.4,1.0,.133,-1.2,1.2,0.0,0.2,,colliza01
185,Ochai Agbaji,24,TOR,SG,34,32,1024,11.6,.604,.457,.093,3.4,10.9,7.1,8.6,1.4,1.7,8.8,13.9,1.2,0.3,1.5,.068,-0.8,-0.4,-1.3,0.2,,agbajoc01
186,Isaiah Joe,25,OKC,SG,30,10,612,11.3,.536,.785,.076,2.6,10.7,6.7,9.1,1.7,1.0,5.7,17.0,0.4,1.0,1.4,.113,-0.9,0.0,-0.9,0.2,,joeis01
187,Ryan Rollins,22,MIL,PG,17,4,189,14.6,.585,.459,.148,3.0,14.0,8.6,13.5,4.4,4.0,19.8,18.8,0.0,0.4,0.3,.087,-2.3,3.9,1.6,0.2,,rolliry01
188,Marcus Smart,30,MEM,PG,18,6,382,12.3,.523,.613,.254,3.9,7.4,5.7,22.6,2.7,1.4,17.7,19.8,0.1,0.6,0.7,.091,-1.0,0.8,-0.2,0.2,,smartma01
189,Thomas Bryant,27,2TM,C,18,0,204,17.7,.652,.536,.250,8.4,23.0,15.8,4.9,1.2,5.6,6.0,14.2,0.5,0.3,0.8,.180,0.8,0.5,1.3,0.2,,bryanth01
190,Tyrese Martin,25,BRK,SG,17,2,286,13.9,.595,.677,.115,5.7,17.9,11.6,13.1,1.4,1.1,11.4,17.6,0.3,0.2,0.5,.086,1.0,-0.8,0.2,0.2,,martity01
191,CJ McCollum,33,NOP,PG,21,21,709,16.2,.538,.434,.170,2.4,10.5,6.2,21.2,1.5,1.3,8.1,27.0,0.6,0.0,0.6,.042,1.2,-2.3,-1.1,0.2,,mccolcj01
192,Aaron Holiday,28,HOU,PG,22,0,210,13.6,.626,.667,.206,0.0,9.6,4.7,17.2,1.2,0.9,8.0,14.6,0.5,0.3,0.8,.179,0.1,0.9,1.0,0.2,,holidaa01
193,Jalen Smith,24,CHI,C,30,1,461,17.4,.585,.538,.236,9.2,27.5,18.4,6.7,1.1,4.1,8.2,19.8,0.7,0.5,1.2,.122,0.2,-0.9,-0.6,0.2,,smithja04
194,Sam Merrill,28,CLE,SG,29,2,557,10.3,.564,.873,.104,2.2,8.0,5.2,10.3,1.5,1.1,7.2,15.1,0.6,0.6,1.2,.102,-1.0,0.1,-0.9,0.2,,merrisa01
195,Neemias Queta,25,BOS,C,27,5,426,16.1,.668,.021,.313,11.6,19.3,15.4,5.8,0.9,5.2,14.2,12.8,0.9,0.7,1.6,.182,-1.6,1.1,-0.5,0.2,,quetane01
196,Josh Okogie,26,PHO,SG,20,1,313,15.4,.575,.371,.267,10.5,11.9,11.2,4.8,3.0,2.4,12.0,18.8,0.2,0.3,0.5,.082,0.1,-0.1,-0.1,0.2,,okogijo01
197,Shake Milton,28,2TM,SG,28,1,502,13.2,.584,.472,.205,3.7,8.9,6.3,19.9,1.5,0.2,10.2,17.2,0.8,0.2,1.0,.091,-0.4,-0.5,-0.8,0.2,,miltosh01
198,Ayo Dosunmu,25,CHI,SG,30,17,924,13.4,.582,.417,.180,2.1,11.2,6.7,21.4,1.2,1.3,11.0,16.4,1.3,0.4,1.8,.092,-0.9,-0.5,-1.4,0.1,,dosunay01
199,Myles Turner,28,IND,C,32,32,1003,14.6,.600,.443,.263,5.2,20.2,12.9,7.2,1.2,6.0,15.7,20.4,0.2,1.0,1.2,.058,-1.3,-0.2,-1.4,0.1,,turnemy01
200,Mason Plumlee,34,PHO,C,31,9,544,14.2,.609,.012,.647,10.2,28.6,19.5,14.2,0.9,4.1,19.2,11.0,0.9,0.6,1.4,.127,-1.8,0.9,-0.9,0.1,,plumlma01
201,Cam Whitmore,20,HOU,SF,15,0,198,17.3,.544,.425,.221,5.2,14.4,9.7,6.8,1.5,0.9,7.5,27.9,0.2,0.3,0.5,.123,1.3,-0.5,0.7,0.1,,whitmca01
202,Malcolm Brogdon,32,WAS,PG,16,12,408,16.3,.561,.254,.350,4.1,13.0,8.5,24.1,1.1,1.1,12.4,23.7,0.5,0.1,0.5,.064,0.5,-1.2,-0.7,0.1,,brogdma01
203,Harrison Barnes,32,SAS,PF,33,33,912,12.7,.626,.465,.366,6.1,8.8,7.5,7.5,0.5,0.6,7.2,14.3,1.7,0.4,2.2,.113,0.3,-1.8,-1.5,0.1,,barneha02
204,Brandon Boston Jr.,23,NOP,SG,31,10,781,14.1,.548,.368,.217,2.5,12.5,7.3,16.3,2.8,0.8,11.4,19.9,0.5,0.3,0.8,.050,-1.3,0.0,-1.4,0.1,,bostobr01
205,Duncan Robinson,30,MIA,SF,29,18,684,12.7,.568,.696,.079,1.6,9.5,5.6,16.7,1.2,0.4,8.2,20.3,0.7,0.6,1.2,.087,-0.1,-1.2,-1.3,0.1,,robindu01
206,JT Thor,22,CLE,PF,5,0,25,39.8,.989,.400,.600,4.5,12.8,8.8,0.0,3.8,10.9,13.7,25.2,0.1,0.1,0.2,.407,10.0,6.2,16.3,0.1,,thorjt01
207,Devin Vassell,24,SAS,SG,18,7,496,14.8,.558,.448,.170,2.9,8.9,5.9,16.5,2.0,1.3,9.5,23.6,0.4,0.4,0.8,.077,-0.4,-0.7,-1.0,0.1,,vassede01
208,Collin Sexton,26,UTA,SG,32,30,911,16.2,.614,.348,.254,3.5,6.8,5.2,22.6,1.3,0.3,15.4,25.1,1.5,-0.2,1.3,.068,1.1,-2.6,-1.5,0.1,,sextoco01
209,Jaylin Williams,22,OKC,PF,5,0,60,16.0,.605,.895,.000,5.3,12.2,8.7,24.0,1.6,1.7,9.5,14.9,0.2,0.1,0.3,.211,3.3,2.3,5.5,0.1,,willija07
210,Kevin Love,36,MIA,PF,16,5,183,17.1,.478,.549,.209,10.3,32.7,21.6,16.3,3.5,1.1,11.6,27.0,-0.1,0.4,0.3,.080,-0.2,0.5,0.3,0.1,,loveke01
211,Brandin Podziemski,21,GSW,SG,30,8,725,11.5,.491,.457,.130,4.3,15.3,9.6,18.4,1.9,0.9,11.0,15.7,0.3,0.9,1.3,.084,-2.3,0.9,-1.4,0.1,,podzibr01
212,Grayson Allen,29,PHO,SG,23,1,550,13.2,.585,.727,.273,3.3,11.5,7.5,11.0,1.8,1.2,10.5,18.3,0.6,0.3,0.9,.076,0.0,-1.2,-1.2,0.1,,allengr01
213,Wendell Moore Jr.,23,DET,SG,13,0,183,14.6,.615,.268,.341,6.7,18.9,12.8,13.3,2.1,1.6,14.5,12.9,0.3,0.2,0.5,.135,-0.8,1.3,0.5,0.1,,moorewe01
214,Alex Len,31,SAC,C,26,3,189,13.4,.515,.118,.324,10.1,19.7,14.9,16.1,1.0,7.4,15.3,10.4,0.2,0.2,0.5,.122,-2.0,2.2,0.2,0.1,,lenal01
215,Talen Horton-Tucker,24,CHI,SG,28,0,353,15.3,.577,.449,.268,3.9,13.2,8.6,17.2,1.6,2.0,9.4,20.1,0.5,0.2,0.7,.096,-0.1,-0.7,-0.8,0.1,,hortota01
216,Torrey Craig,34,CHI,SF,9,1,113,17.3,.663,.778,.089,7.5,15.6,11.6,6.4,0.8,0.8,0.0,17.2,0.3,0.1,0.4,.163,3.6,-1.4,2.1,0.1,,craigto01
217,Craig Porter Jr.,24,CLE,PG,19,0,168,12.0,.628,.306,.139,1.3,9.5,5.5,17.5,1.4,3.2,19.1,12.1,0.2,0.2,0.4,.113,-0.7,1.2,0.4,0.1,,portecr01
218,Landry Shamet,27,NYK,SG,5,0,40,19.7,.773,.364,.000,0.0,8.2,4.3,6.8,4.9,0.0,0.0,12.1,0.1,0.1,0.2,.217,3.0,5.0,8.0,0.1,,shamela01
219,Jose Alvarado,26,NOP,PG,11,7,282,14.2,.544,.594,.168,2.2,7.3,4.7,25.5,2.9,1.0,11.4,18.3,0.4,0.1,0.4,.074,-0.2,-0.5,-0.7,0.1,,alvarjo01
220,Jonathan Mogbo,23,TOR,PF,34,6,566,13.2,.520,.163,.313,11.9,16.6,14.2,13.2,2.2,2.7,15.6,14.5,0.4,0.4,0.9,.074,-1.8,0.4,-1.4,0.1,,mogbojo01
221,Drew Eubanks,27,UTA,C,24,0,320,15.5,.641,.053,.408,9.1,22.6,15.9,12.1,0.8,4.3,16.7,14.1,0.5,0.1,0.6,.095,-1.0,0.0,-0.9,0.1,,eubandr01
222,Tre Jones,25,SAS,PG,15,0,250,12.2,.505,.341,.386,3.5,10.1,6.9,31.1,1.9,1.4,17.6,10.7,0.4,0.2,0.6,.115,-2.1,1.5,-0.7,0.1,,jonestr01
223,Kel'el Ware,20,MIA,C,16,0,154,16.6,.614,.245,.143,5.8,24.7,15.3,5.1,1.9,6.3,11.8,16.9,0.1,0.3,0.4,.128,-1.2,1.3,0.2,0.1,,wareke01
224,A.J. Green,25,MIL,SG,30,4,649,10.4,.656,.890,.052,1.0,10.1,5.7,8.4,1.1,0.6,9.7,13.2,0.8,0.5,1.3,.096,-1.1,-0.4,-1.5,0.1,,greenaj01
225,Trevelin Queen,27,ORL,SG,8,2,128,10.8,.672,.516,.129,1.7,5.8,3.7,11.7,3.1,2.3,23.4,14.5,0.0,0.2,0.3,.100,-2.6,3.2,0.6,0.1,,queentr01
226,Ajay Mitchell,22,OKC,SG,32,1,523,12.5,.600,.312,.175,3.2,9.6,6.4,13.8,2.2,0.6,13.6,15.6,0.6,0.9,1.5,.137,-2.4,1.0,-1.4,0.1,,mitchaj01
227,Terance Mann,28,LAC,SG,23,11,484,10.9,.520,.367,.188,5.5,10.9,8.2,11.6,2.2,1.0,8.6,13.5,0.4,0.6,1.0,.101,-2.6,1.2,-1.3,0.1,,mannte01
228,Rui Hachimura,26,LAL,PF,27,27,901,12.7,.592,.375,.219,5.8,12.3,9.1,6.4,1.4,1.8,8.5,14.9,1.1,0.5,1.6,.085,-0.8,-0.8,-1.6,0.1,,hachiru01
229,Steven Adams,31,HOU,C,20,0,206,13.1,.567,.000,.794,17.0,23.1,20.0,14.1,1.2,1.8,31.4,13.4,0.0,0.4,0.4,.097,-1.8,1.2,-0.6,0.1,,adamsst01
230,Dariq Whitehead,20,BRK,SF,4,0,28,22.0,.818,.909,.000,0.0,13.0,6.4,6.2,5.3,3.7,21.4,22.1,0.0,0.0,0.1,.102,5.5,3.1,8.6,0.1,,whiteda01
231,Kelly Oubre Jr.,29,PHI,SF,30,27,973,12.5,.540,.399,.223,5.3,15.4,10.1,7.4,2.1,1.7,9.7,17.7,0.4,1.0,1.5,.073,-1.7,-0.1,-1.8,0.1,,oubreke01
232,Kai Jones,24,LAC,C,21,0,171,13.3,.687,.077,.462,8.5,16.4,12.4,7.2,1.7,5.8,20.4,9.9,0.2,0.3,0.5,.146,-2.6,2.2,-0.4,0.1,,joneska01
233,Pat Spencer,28,GSW,PG,10,0,49,15.7,.391,.176,.118,8.2,13.1,10.6,39.3,5.9,0.0,18.3,18.6,0.0,0.1,0.1,.095,-2.6,5.8,3.1,0.1,,spencpa01
234,Bradley Beal,31,PHO,SG,22,22,734,14.7,.585,.396,.156,2.5,9.8,6.2,15.1,1.7,2.0,12.5,23.5,0.4,0.4,0.7,.049,-0.5,-1.1,-1.6,0.1,,bealbr01
235,Kelly Olynyk,33,TOR,C,11,1,173,14.2,.589,.383,.300,6.9,23.0,14.9,19.6,2.5,1.7,21.9,20.8,0.1,0.2,0.2,.066,-1.4,0.8,-0.5,0.1,,olynyke01
236,Jarace Walker,21,IND,PF,34,1,605,11.3,.572,.544,.254,2.5,18.4,10.6,10.9,2.9,1.7,18.6,16.6,-0.2,0.6,0.5,.037,-2.3,0.6,-1.6,0.1,,walkeja02
237,Grant Williams,26,CHO,PF,16,7,479,11.8,.596,.602,.301,3.9,14.9,9.2,11.4,1.8,2.8,16.7,14.8,0.4,0.5,0.8,.083,-2.0,0.5,-1.5,0.1,,willigr01
238,Precious Achiuwa,25,NYK,PF,13,1,247,14.4,.542,.203,.288,12.6,25.7,19.4,7.7,1.8,4.3,16.4,14.1,0.2,0.4,0.6,.116,-1.4,0.3,-1.1,0.1,,achiupr01
239,Chris Duarte,27,CHI,SG,13,0,54,19.2,.659,.600,.400,7.8,23.1,15.5,13.1,0.0,0.0,4.1,18.9,0.2,0.0,0.2,.190,3.6,-1.3,2.3,0.1,,duartch01
240,DaQuan Jeffries,27,CHO,SG,8,0,152,13.2,.642,.444,.089,4.1,12.5,8.1,5.2,1.6,3.3,11.4,14.7,0.2,0.1,0.3,.097,-0.8,0.3,-0.5,0.1,,jeffrda01
241,Jordan Clarkson,32,UTA,SG,21,3,560,15.1,.539,.418,.316,2.8,11.7,7.3,24.4,1.6,1.2,14.5,28.5,0.2,0.0,0.3,.023,0.5,-2.1,-1.6,0.1,,clarkjo01
242,KJ Martin,24,PHI,PF,24,7,480,12.7,.689,.212,.293,4.8,13.0,8.7,6.0,1.1,3.5,9.7,11.3,0.9,0.4,1.3,.132,-1.9,0.4,-1.5,0.1,,martike04
243,Georges Niang,31,CLE,PF,33,1,681,11.4,.601,.644,.071,4.0,16.8,10.5,9.2,0.8,0.7,11.8,16.6,0.7,0.7,1.4,.099,-1.1,-0.5,-1.7,0.1,,niangge01
244,Jae'Sean Tate,29,HOU,SF,16,0,139,14.3,.566,.190,.405,5.9,21.3,13.5,12.2,3.5,0.0,13.9,17.0,0.1,0.3,0.5,.161,-3.6,3.1,-0.4,0.1,,tateja01
245,Micah Potter,26,UTA,C,9,2,163,11.3,.600,.833,.000,9.7,21.5,15.6,10.0,0.6,2.3,16.7,9.3,0.2,0.0,0.2,.068,-0.2,-0.5,-0.7,0.1,,pottemi01
246,Marvin Bagley III,25,WAS,C,19,1,166,20.1,.573,.141,.324,16.9,18.2,17.5,6.9,2.0,2.7,11.9,23.0,0.2,0.1,0.3,.092,1.2,-1.9,-0.7,0.1,,baglema01
247,Immanuel Quickley,25,TOR,PG,4,4,100,18.2,.526,.397,.224,1.1,9.9,5.5,42.5,1.0,0.0,7.3,28.5,0.3,0.0,0.3,.124,2.9,-2.8,0.1,0.1,,quickim01
248,Haywood Highsmith,28,MIA,SF,29,22,724,10.0,.615,.583,.122,3.8,10.4,7.1,6.0,2.1,2.4,14.1,11.6,0.4,0.9,1.3,.086,-2.5,0.8,-1.7,0.1,,highsha01
249,Tyler Smith,20,MIL,PF,11,0,38,18.8,.739,.571,.143,3.0,25.1,14.3,4.3,0.0,7.4,16.8,20.6,0.0,0.1,0.1,.120,1.6,1.7,3.2,0.1,,smithty02
250,Isaiah Jackson,23,IND,C,5,1,84,18.7,.600,.000,.609,15.1,22.3,18.8,8.3,1.7,8.9,14.6,17.7,0.1,0.1,0.2,.143,-1.0,1.4,0.4,0.0,,jacksis01
251,Johnny Davis,22,WAS,SG,22,0,189,12.2,.509,.344,.180,3.8,13.8,8.8,6.9,3.0,2.9,5.7,15.3,0.0,0.1,0.2,.047,-2.2,1.2,-1.0,0.0,,davisjo06
252,Jevon Carter,29,CHI,PG,16,0,107,15.2,.599,.689,.089,2.0,11.6,6.8,18.6,2.2,0.0,11.4,20.5,0.1,0.1,0.2,.082,1.0,-1.2,-0.2,0.0,,carteje01
253,D'Angelo Russell,28,2TM,PG,30,10,789,13.8,.547,.537,.170,1.2,10.5,5.9,27.8,1.5,0.7,13.2,22.3,0.5,0.4,0.9,.055,-0.3,-1.5,-1.8,0.0,,russeda01
254,Peyton Watson,22,DEN,SF,32,12,769,12.4,.589,.325,.311,4.5,10.1,7.4,7.3,1.6,3.5,9.7,14.6,0.9,0.6,1.5,.091,-1.4,-0.3,-1.8,0.0,,watsope01
255,Trey Lyles,29,SAC,PF,24,2,491,11.0,.548,.721,.184,5.0,18.1,11.6,5.5,1.4,2.2,8.7,14.1,0.3,0.5,0.8,.080,-0.9,-0.8,-1.7,0.0,,lylestr01
256,Deandre Ayton,26,POR,C,23,23,702,17.8,.584,.090,.101,10.4,26.8,18.2,7.8,1.4,3.2,12.4,19.5,0.7,0.6,1.3,.089,-0.4,-1.3,-1.7,0.0,,aytonde01
257,Jaden McDaniels,24,MIN,PF,32,32,949,10.3,.509,.415,.115,5.5,11.7,8.7,8.0,2.2,2.4,10.4,15.5,0.0,1.4,1.5,.075,-3.2,1.3,-1.8,0.0,,mcdanja02
258,DeAndre Jordan,36,DEN,C,20,0,214,14.5,.631,.000,.289,9.6,30.7,20.6,11.2,1.3,4.2,21.6,12.7,0.2,0.3,0.5,.107,-2.1,0.9,-1.2,0.0,,jordade01
259,Monte Morris,29,PHO,PG,27,0,366,13.6,.533,.444,.274,2.5,10.5,6.5,19.5,1.9,0.8,8.6,18.3,0.4,0.2,0.6,.076,-1.0,-0.6,-1.5,0.0,,morrimo01
260,Kyle Lowry,38,PHI,PG,23,11,463,9.3,.521,.759,.277,1.7,9.2,5.3,19.0,2.4,1.8,15.4,10.5,0.3,0.4,0.7,.077,-3.0,1.5,-1.6,0.0,,lowryky01
261,Reggie Jackson,34,PHI,PG,16,0,192,11.6,.526,.621,.034,2.3,10.8,6.3,22.6,1.8,1.6,12.0,15.3,0.1,0.2,0.3,.077,-0.9,-0.2,-1.1,0.0,,jacksre01
262,Alondes Williams,25,DET,SG,1,0,4,55.4,1.250,.500,.000,0.0,0.0,0.0,70.8,0.0,0.0,0.0,21.4,0.0,0.0,0.0,.559,38.1,5.9,44.0,0.0,,willial06
263,Jalen Pickett,25,DEN,SG,8,0,79,13.2,.619,.667,.000,1.5,10.7,6.3,33.0,0.6,1.1,19.2,13.8,0.2,0.0,0.2,.114,0.6,-0.5,0.2,0.0,,pickeja02
264,Cory Joseph,33,ORL,PG,20,0,122,9.3,.441,.676,.000,4.6,15.1,9.6,15.2,2.8,1.6,12.8,13.9,-0.1,0.2,0.2,.068,-3.1,2.4,-0.7,0.0,,josepco01
265,Drew Peterson,25,BOS,PF,10,0,104,10.8,.650,.800,.350,5.2,17.7,11.4,8.6,0.9,1.7,17.8,11.6,0.1,0.1,0.3,.126,-1.7,1.3,-0.4,0.0,,peterdr01
266,Bruno Fernando,26,TOR,C,17,2,147,15.5,.552,.000,.163,15.5,22.6,19.0,17.8,1.3,5.8,21.0,18.8,0.1,0.1,0.2,.070,-2.6,1.7,-0.9,0.0,,fernabr01
267,Zion Williamson,24,NOP,PF,6,6,186,19.7,.521,.058,.577,9.0,19.7,14.1,30.2,1.0,3.5,14.4,34.5,0.0,0.1,0.1,.024,0.5,-1.6,-1.2,0.0,,willizi01
268,Jeenathan Williams,25,HOU,SG,3,0,10,31.8,.875,.500,.000,0.0,31.7,15.7,0.0,4.8,0.0,0.0,16.5,0.0,0.0,0.1,.353,5.6,7.3,12.9,0.0,,willije02
269,Charles Bassey,24,SAS,C,22,0,229,19.9,.583,.000,.316,16.2,27.1,21.7,7.6,1.5,8.6,15.1,19.9,0.2,0.4,0.7,.144,-2.0,0.6,-1.4,0.0,,bassech01
270,David Roddy,23,ATL,PF,18,1,241,12.0,.685,.517,.217,2.2,17.7,9.8,11.6,1.3,1.2,20.6,13.9,0.2,0.2,0.4,.073,-1.0,-0.4,-1.4,0.0,,roddyda01
271,De'Anthony Melton,26,GSW,SG,6,2,121,13.5,.539,.648,.148,5.0,12.4,8.5,21.1,2.8,1.6,14.8,23.2,0.0,0.2,0.2,.081,-1.5,0.5,-1.0,0.0,,meltode01
272,Jaxson Hayes,24,LAL,C,11,1,192,17.1,.759,.000,.639,12.4,16.9,14.7,6.6,1.0,4.3,14.8,12.3,0.6,0.2,0.7,.182,-1.2,-0.2,-1.4,0.0,,hayesja02
273,TyTy Washington Jr.,23,PHO,PG,3,0,27,14.1,.667,.500,.000,0.0,4.1,2.1,20.7,3.7,0.0,14.3,11.4,0.0,0.0,0.1,.113,0.0,1.8,1.8,0.0,,washity02
274,Leonard Miller,21,MIN,SF,1,0,2,65.9,1.136,,,0.0,0.0,0.0,0.0,24.6,0.0,0.0,19.2,0.0,0.0,0.0,1.063,23.9,32.5,56.4,0.0,,millele01
275,E.J. Liddell,24,CHI,PF,6,0,31,15.4,.845,.750,.250,3.4,13.4,8.4,13.3,1.5,2.8,18.4,14.6,0.1,0.0,0.1,.171,0.0,0.6,0.7,0.0,,liddeej01
276,Mason Jones,26,SAC,SG,3,0,13,14.9,.000,1.000,.000,8.6,26.0,17.3,61.2,0.0,0.0,0.0,6.6,0.0,0.0,0.0,.139,2.7,1.2,3.9,0.0,,jonesma05
277,PJ Dozier,28,MIN,SG,9,0,35,9.7,.621,1.000,2.000,3.3,12.6,8.0,18.8,1.4,0.0,15.1,8.3,0.0,0.0,0.1,.114,-2.4,2.4,0.0,0.0,,doziepj01
278,Patrick Baldwin Jr.,22,WAS,SF,14,0,60,14.3,.620,.550,.200,5.2,15.6,10.4,2.5,1.6,3.0,8.4,16.4,0.1,0.0,0.1,.069,0.4,-1.4,-1.0,0.0,,baldwpa01
279,Cam Spencer,24,MEM,SG,8,0,98,10.9,.566,.522,.348,5.4,11.3,8.5,16.9,1.4,0.9,15.9,12.7,0.1,0.1,0.3,.131,-2.2,0.8,-1.5,0.0,,spencca01
280,Olivier-Maxence Prosper,22,DAL,PF,23,0,167,12.7,.470,.313,.396,10.1,16.4,13.3,7.8,2.0,1.1,5.1,15.2,0.1,0.2,0.3,.098,-1.1,-0.6,-1.7,0.0,,prospol01
281,Seth Curry,34,CHO,SG,29,7,391,11.2,.587,.517,.117,3.2,8.0,5.5,5.1,1.6,1.3,6.7,14.6,0.4,0.2,0.7,.082,-1.6,-0.3,-1.9,0.0,,curryse01
282,Jared Butler,24,WAS,SG,22,0,227,14.2,.522,.243,.223,2.7,6.4,4.6,36.4,1.4,0.8,13.7,24.0,0.1,0.0,0.1,.027,-0.1,-1.7,-1.8,0.0,,butleja02
