RegionID,SizeRank,name,RegionType,StateName,date,zori,lat,lng,rank
395065,183,"Santa Cruz, CA",msa,CA,2015-10-31,2181.3575593437163,36.9789,-122.0346,4.0
394913,1,"New York, NY",msa,NY,2015-11-30,2408.8790898066645,40.6943,-73.9249,3.0
753899,2,"Los Angeles, CA",msa,CA,2015-11-30,1937.0059170222764,34.1141,-118.4068,8.0
395209,6,"Washington, DC",msa,VA,2015-11-30,1760.0802191838989,38.9047,-77.0163,12.0
394856,8,"Miami, FL",msa,FL,2015-11-30,1584.6523683850862,25.784,-80.2101,17.0
394404,10,"Boston, MA",msa,MA,2015-11-30,2011.0530027367265,42.3188,-71.0852,5.0
395057,12,"San Francisco, CA",msa,CA,2015-11-30,2510.7059485169425,37.7558,-122.4449,2.0
395056,17,"San Diego, CA",msa,CA,2015-11-30,1759.819212021827,32.8313,-117.1222,14.0
395059,36,"San Jose, CA",msa,CA,2015-11-30,2698.179564322369,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2015-11-30,1964.626557309733,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2015-11-30,1759.8453677705947,41.1918,-73.1954,13.0
394952,71,"Oxnard, CA",msa,CA,2015-11-30,1919.01244546114,34.1964,-119.1815,9.0
395068,112,"Santa Rosa, CA",msa,CA,2015-11-30,1770.8296523519718,38.4458,-122.7067,11.0
395183,123,"Vallejo, CA",msa,CA,2015-11-30,1524.958823116344,38.1125,-122.2342,20.0
753917,124,"Santa Maria, CA",msa,CA,2015-11-30,1972.29287915275,34.9333,-120.4431,6.0
395050,125,"Salinas, CA",msa,CA,2015-11-30,1535.887036238007,36.6883,-121.6317,19.0
395164,142,"Trenton, NJ",msa,NJ,2015-11-30,1550.6975641589534,40.2237,-74.7641,18.0
394901,147,"Naples, FL",msa,FL,2015-11-30,1776.8438328146258,26.1504,-81.7936,10.0
394405,156,"Boulder, CO",msa,CO,2015-11-30,1661.6770978028342,40.0248,-105.2524,15.0
395061,175,"San Luis Obispo, CA",msa,CA,2015-11-30,1623.6519117910047,35.2669,-120.669,16.0
395065,183,"Santa Cruz, CA",msa,CA,2015-11-30,2172.7637080429326,36.9789,-122.0346,4.0
394913,1,"New York, NY",msa,NY,2015-12-31,2399.812737345868,40.6943,-73.9249,3.0
753899,2,"Los Angeles, CA",msa,CA,2015-12-31,1942.8851155861817,34.1141,-118.4068,8.0
395209,6,"Washington, DC",msa,VA,2015-12-31,1755.9395250394466,38.9047,-77.0163,13.0
394856,8,"Miami, FL",msa,FL,2015-12-31,1587.5616511769513,25.784,-80.2101,17.0
394404,10,"Boston, MA",msa,MA,2015-12-31,2015.762516265273,42.3188,-71.0852,5.0
395057,12,"San Francisco, CA",msa,CA,2015-12-31,2507.3821386092072,37.7558,-122.4449,2.0
395056,17,"San Diego, CA",msa,CA,2015-12-31,1768.0905205396125,32.8313,-117.1222,12.0
395059,36,"San Jose, CA",msa,CA,2015-12-31,2697.7843837621067,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2015-12-31,1972.7527786513087,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2015-12-31,1754.002696471313,41.1918,-73.1954,14.0
394952,71,"Oxnard, CA",msa,CA,2015-12-31,1909.004461599779,34.1964,-119.1815,9.0
395068,112,"Santa Rosa, CA",msa,CA,2015-12-31,1791.9924003173264,38.4458,-122.7067,11.0
395183,123,"Vallejo, CA",msa,CA,2015-12-31,1531.6632306828074,38.1125,-122.2342,20.0
753917,124,"Santa Maria, CA",msa,CA,2015-12-31,1979.0969608460896,34.9333,-120.4431,6.0
395050,125,"Salinas, CA",msa,CA,2015-12-31,1579.8098334701226,36.6883,-121.6317,18.0
395164,142,"Trenton, NJ",msa,NJ,2015-12-31,1556.6242856233976,40.2237,-74.7641,19.0
394901,147,"Naples, FL",msa,FL,2015-12-31,1798.1924286518024,26.1504,-81.7936,10.0
394405,156,"Boulder, CO",msa,CO,2015-12-31,1659.2515963875903,40.0248,-105.2524,15.0
395061,175,"San Luis Obispo, CA",msa,CA,2015-12-31,1609.8972203014991,35.2669,-120.669,16.0
395065,183,"Santa Cruz, CA",msa,CA,2015-12-31,2195.214196418172,36.9789,-122.0346,4.0
394913,1,"New York, NY",msa,NY,2016-01-31,2396.162780068768,40.6943,-73.9249,3.0
753899,2,"Los Angeles, CA",msa,CA,2016-01-31,1952.4100857541875,34.1141,-118.4068,8.0
395209,6,"Washington, DC",msa,VA,2016-01-31,1759.6849997104994,38.9047,-77.0163,14.0
394856,8,"Miami, FL",msa,FL,2016-01-31,1591.3910396282165,25.784,-80.2101,18.0
394404,10,"Boston, MA",msa,MA,2016-01-31,2033.7205001559803,42.3188,-71.0852,5.0
395057,12,"San Francisco, CA",msa,CA,2016-01-31,2520.9729958762086,37.7558,-122.4449,2.0
395056,17,"San Diego, CA",msa,CA,2016-01-31,1773.5007612592578,32.8313,-117.1222,12.0
395059,36,"San Jose, CA",msa,CA,2016-01-31,2696.643419592422,37.3012,-121.848,1.0
753924,55,"Urban Honolulu, HI",msa,HI,2016-01-31,1975.7802533745707,,,7.0
394415,60,"Bridgeport, CT",msa,CT,2016-01-31,1767.0927247903371,41.1918,-73.1954,13.0
394952,71,"Oxnard, CA",msa,CA,2016-01-31,1911.3445788618,34.1964,-119.1815,9.0
395068,112,"Santa Rosa, CA",msa,CA,2016-01-31,1813.7239193858848,38.4458,-122.7067,10.0
395183,123,"Vallejo, CA",msa,CA,2016-01-31,1535.252728617779,38.1125,-122.2342,20.0
753917,124,"Santa Maria, CA",msa,CA,2016-01-31,1989.3331314633504,34.9333,-120.4431,6.0
395050,125,"Salinas, CA",msa,CA,2016-01-31,1603.837444082454,36.6883,-121.6317,17.0
395164,142,"Trenton, NJ",msa,NJ,2016-01-31,1550.281644818217,40.2237,-74.7641,19.0
