date,name,total,total_ytd,multi_total,multi_total_ytd,rt,multi_rt,zori,lat,lng,pop_2023,total_pc,total_ytd_pc,multi_total_pc,multi_total_ytd_pc,rt_pc,multi_rt_pc,zori_yoy,state,region,running_total,zori_index,running_total_per_10k
2021-01-01,"Columbus, OH",556.0,556.0,133.0,133.0,11216.0,6104.0,1123.1906859839082,39.9862,-82.9855,2180271.0,0.2550141702568167,0.2550141702568167,0.0610015910866126,0.0610015910866126,5.144314628777798,2.7996519698698004,0.0502003086881848,OH,Midwest,6994.0,105.02003086881848,32.07858105712547
2021-02-01,"Columbus, OH",1104.0,1653.0,634.0,767.0,11511.0,6211.0,1123.0262402670185,39.9862,-82.9855,2180271.0,0.5063590718768447,0.7581626320764712,0.2907895394655068,0.3517911305521194,5.279618909759384,2.84872843788685,0.0448721597595433,OH,Midwest,7628.0,105.00465494514006,34.98647645178053
2021-03-01,"Columbus, OH",811.0,2464.0,193.0,960.0,11860.0,6307.0,1126.835888134087,39.9862,-82.9855,2180271.0,0.3719721080544574,1.1301347401309287,0.0885211058625281,0.4403122364146475,5.439690754039291,2.8927596615283147,0.0427229748572783,OH,Midwest,7821.0,105.36086279265118,35.87168751040581
2021-04-01,"Columbus, OH",986.0,3617.0,316.0,1439.0,12098.0,6229.0,1143.5204931500452,39.9862,-82.9855,2180271.0,0.4522373594842109,1.6589680824081043,0.1449361111531548,0.6600096960423727,5.548851495983756,2.8569842923196247,0.0478497760574749,OH,Midwest,8137.0,106.92089864023751,37.321048621937365
2021-05-01,"Columbus, OH",674.0,4277.0,122.0,1549.0,11803.0,5687.0,1155.1522624959,39.9862,-82.9855,2180271.0,0.3091358826494504,1.9616827449431744,0.0559563467110281,0.7104621397982177,5.413547215002172,2.608391342177188,0.0554565158854118,OH,Midwest,8259.0,108.0084866971938,37.880612089047645
2021-06-01,"Columbus, OH",854.0,5133.0,137.0,1690.0,11521.0,5097.0,1174.4887261987717,39.9862,-82.9855,2180271.0,0.3916944269771968,2.3542944890795683,0.062836225405007,0.7751329995216191,5.284205495555369,2.3377827802140194,0.06826286398802,OH,Midwest,8396.0,109.81647534979777,38.50897434309771
2021-07-01,"Columbus, OH",909.0,6027.0,276.0,1953.0,11396.0,4787.0,1190.414611313634,39.9862,-82.9855,2180271.0,0.4169206488551193,2.764335259240709,0.1265897679692111,0.8957602059560485,5.226873173105545,2.195598620538456,0.0816698695540236,OH,Midwest,8672.0,111.30556973710651,39.77487202278983
2021-08-01,"Columbus, OH",1733.0,7814.0,1268.0,3221.0,12305.0,5752.0,1206.8994486250542,39.9862,-82.9855,2180271.0,0.7948553184443585,3.583958140983392,0.5815790789310137,1.477339284887062,5.6437938219606645,2.638204149851097,0.0887011560708561,OH,Midwest,9940.0,112.84692700165348,45.590662812099964
2021-09-01,"Columbus, OH",1153.0,8683.0,640.0,3585.0,12425.0,5940.0,1217.1145412174317,39.9862,-82.9855,2180271.0,0.5288333422771756,3.982532446654567,0.2935414909430984,1.6442910078609494,5.698832851512496,2.724431962815632,0.0920732223102764,OH,Midwest,10580.0,113.802053635774,48.52607772153095
2021-10-01,"Columbus, OH",763.0,9454.0,318.0,3903.0,11462.0,5074.0,1226.1328752909424,39.9862,-82.9855,2180271.0,0.349956496233725,4.336158211525081,0.1458534283123519,1.7901444361733014,5.257144639359052,2.327233632883252,0.0960920706879828,OH,Midwest,10898.0,114.64528153518962,49.984612004654466
2021-11-01,"Columbus, OH",1316.0,10751.0,877.0,4760.0,11911.0,5510.0,1229.6860700961877,39.9862,-82.9855,2180271.0,0.603594690751746,4.931038389264454,0.4022435743079645,2.183214838889294,5.4630823415988194,2.5272087735882374,0.0926401195742994,OH,Midwest,11775.0,114.9775106328721,54.00704774773411
2021-12-01,"Columbus, OH",1022.0,11967.0,603.0,5552.0,11881.0,5517.0,1233.6307718685218,39.9862,-82.9855,2180271.0,0.4687490683497601,5.488767222056341,0.2765711234979505,2.5464724339313785,5.4493225842108615,2.530419383645427,0.0929795109775031,OH,Midwest,12378.0,115.3463462251437,56.77275898271362
2022-01-01,"Columbus, OH",1027.0,1027.0,643.0,643.0,12352.0,6027.0,1236.912807443083,39.9862,-82.9855,2180271.0,0.4710423612477531,0.4710423612477531,0.2949174666818941,0.2949174666818941,5.665350775201798,2.764335259240709,0.1012491671078583,OH,Midwest,13021.0,115.65322152392793,59.72193364953256
2022-02-01,"Columbus, OH",859.0,1919.0,461.0,1126.0,12107.0,5854.0,1241.468674243906,39.9862,-82.9855,2180271.0,0.3939877198751898,0.8801658142496964,0.2114416051949505,0.5164495606280137,5.552979423200144,2.684987324970153,0.1054672007919652,OH,Midwest,13482.0,116.07920197233017,61.836349701482064
2022-03-01,"Columbus, OH",1009.0,2928.0,403.0,1529.0,12305.0,6064.0,1246.6529316928377,39.9862,-82.9855,2180271.0,0.4627865068149785,1.342952321064675,0.1848394075782322,0.701288968206246,5.6437938219606645,2.7813056266858567,0.1063305178868185,OH,Midwest,13885.0,116.5639378983958,63.68474377726439
2022-04-01,"Columbus, OH",761.0,3689.0,201.0,1730.0,12080.0,5949.0,1256.3589269841186,39.9862,-82.9855,2180271.0,0.3490391790745278,1.691991500139203,0.0921903744993168,0.7934793427055628,5.540595641550981,2.728559890032019,0.0986763547395974,OH,Midwest,14086.0,117.47146316353813,64.60664752225755
2022-05-01,"Columbus, OH",590.0,4262.0,97.0,1829.0,11996.0,5924.0,1271.8996781553042,39.9862,-82.9855,2180271.0,0.2706085619631688,1.9548028662491956,0.0444898822210633,0.8388865420858233,5.5020683208647,2.7170934255420542,0.1010666900371659,OH,Midwest,14183.0,118.92454694360246,65.05154634446819
2022-06-01,"Columbus, OH",973.0,5231.0,469.0,2298.0,12115.0,6256.0,1291.825562183596,39.9862,-82.9855,2180271.0,0.4462747979494292,2.3992430298802305,0.2151108738317392,1.053997415917563,5.556648691836933,2.8693680739687863,0.0999046081647667,OH,Midwest,14652.0,120.78764728965507,67.20265508278558
2022-07-01,"Columbus, OH",1313.0,6560.0,824.0,3122.0,12519.0,6804.0,1314.9472309013513,39.9862,-82.9855,2180271.0,0.6022187150129502,3.0088002821667583,0.3779346695892391,1.4319320855068016,5.7419467579947625,3.1207129755888143,0.1046128117079261,OH,Midwest,15476.0,122.94955834605787,70.98200177867797
2022-08-01,"Columbus, OH",1315.0,8013.0,812.0,4093.0,12101.0,6348.0,1335.4372893192317,39.9862,-82.9855,2180271.0,0.6031360321721474,3.675231198323511,0.372430766634056,1.8772895662970337,5.550227471722552,2.911564663291857,0.1065025266525829,OH,Midwest,16288.0,124.86540985230916,74.70630944501853
2022-09-01,"Columbus, OH",1025.0,9183.0,639.0,4873.0,11973.0,6347.0,1343.8392781538737,39.9862,-82.9855,2180271.0,0.4701250440885559,4.211861736453863,0.2930828323634997,2.235043258383935,5.491519173533932,2.911106004712258,0.1041189901565748,OH,Midwest,16927.0,125.65100853807519,77.63713776865353
2022-10-01,"Columbus, OH",1066.0,10406.0,684.0,5736.0,12276.0,6713.0,1343.9819135216867,39.9862,-82.9855,2180271.0,0.4889300458520982,4.77280117930294,0.3137224684454364,2.630865612577519,5.630492723152305,3.078975044845343,0.0961144102777447,OH,Midwest,17611.0,125.66434516107039,80.7743624531079
2022-11-01,"Columbus, OH",1291.0,11708.0,1000.0,6736.0,12251.0,6836.0,1332.035302182389,39.9862,-82.9855,2180271.0,0.5921282262617813,5.369974649940306,0.4586585795985912,3.08952419217611,5.619026258662341,3.1353900501359693,0.0832320008945008,OH,Midwest,18611.0,124.5473189007148,85.3609482490938
2022-12-01,"Columbus, OH",582.0,12289.0,271.0,7007.0,11811.0,6504.0,1321.8282995127986,39.9862,-82.9855,2180271.0,0.26693929332638,5.636455284687087,0.1242964750712182,3.2138206672473286,5.417216483638961,2.983115401709237,0.0714942668872373,OH,Midwest,18882.0,123.5929486866318,86.603912999806
2023-01-01,"Columbus, OH",355.0,355.0,86.0,86.0,11139.0,5947.0,1319.9306138982834,39.9862,-82.9855,2180271.0,0.1628237957574998,0.1628237957574998,0.0394446378454788,0.0394446378454788,5.108997918148707,2.727642572872822,0.0671169430501836,OH,Midwest,18968.0,123.4155122065197,86.99835937826077
2023-02-01,"Columbus, OH",351.0,745.0,21.0,103.0,10631.0,5507.0,1324.9476612716207,39.9862,-82.9855,2180271.0,0.1609891614391055,0.3417006418009504,0.0096318301715704,0.0472418336986548,4.875999359712623,2.525832797849441,0.0672421211743874,OH,Midwest,18989.0,123.88461373717978,87.09467767997648
2023-03-01,"Columbus, OH",1586.0,2328.0,1153.0,1256.0,11208.0,6257.0,1332.3740254488089,39.9862,-82.9855,2180271.0,0.7274325072433656,1.0677571733055202,0.5288333422771756,0.5760751759758305,5.14064536014101,2.869826732548385,0.0687609931976576,OH,Midwest,20142.0,124.5789900393196,92.38301110274823
2023-04-01,"Columbus, OH",569.0,2934.0,158.0,1414.0,11016.0,6214.0,1341.6452458177348,39.9862,-82.9855,2180271.0,0.2609767317915984,1.3457042725422663,0.0724680555765774,0.6485432315524079,5.052582912858081,2.8501044136256453,0.0678837209668621,OH,Midwest,20300.0,125.44586319050077,93.107691658514
2023-05-01,"Columbus, OH",852.0,3794.0,409.0,1823.0,11278.0,6526.0,1354.9089457753162,39.9862,-82.9855,2180271.0,0.3907771098179997,1.7401506509970548,0.1875913590558237,0.8361345906082317,5.172751460712911,2.993205890460406,0.0652640055231432,OH,Midwest,20709.0,126.68603923216703,94.98360524907224
2023-06-01,"Columbus, OH",1499.0,5279.0,1047.0,2854.0,11804.0,7104.0,1373.2904712358038,39.9862,-82.9855,2180271.0,0.6875292108182881,2.4212586417009625,0.4802155328397249,1.3090115861743794,5.414005873581771,3.258310549468392,0.0630618493990056,OH,Midwest,21756.0,128.40473971229554,99.78576057746949
2023-07-01,"Columbus, OH",827.0,6097.0,384.0,3192.0,11318.0,6664.0,1382.318109015472,39.9862,-82.9855,2180271.0,0.3793106453280349,2.7964413598126105,0.176124894565859,1.464038186078703,5.191097803896855,3.056500774445012,0.0512346629057807,OH,Midwest,22140.0,129.2488375223328,101.5470095231281
2023-08-01,"Columbus, OH",1633.0,8033.0,1120.0,4629.0,11636.0,6972.0,1390.1003103161172,39.9862,-82.9855,2180271.0,0.7489894604844994,3.684404369915483,0.5136976091504221,2.1231305649618784,5.336951232209207,3.197767616961378,0.0409326753371932,OH,Midwest,23260.0,129.97648513463932,106.6839856146323
2023-09-01,"Columbus, OH",1271.0,8962.0,850.0,5165.0,11882.0,7183.0,1395.5555417481496,39.9862,-82.9855,2180271.0,0.5829550546698093,4.110498190362574,0.3898597926588025,2.368971563626724,5.44978124279046,3.2945445772566804,0.0384839648870229,OH,Midwest,24110.0,130.48655753867345,110.58258354122033
2023-10-01,"Columbus, OH",785.0,9792.0,247.0,5402.0,11601.0,6746.0,1396.7834101528242,39.9862,-82.9855,2180271.0,0.360046984984894,4.491184811429405,0.113288669160852,2.47767364699159,5.320898181923256,3.094110777972096,0.0392873565484075,OH,Midwest,24357.0,130.6013650948355,111.71547023282885
2023-11-01,"Columbus, OH",1053.0,10845.0,656.0,6058.0,11363.0,6402.0,1393.8100945042067,39.9862,-82.9855,2180271.0,0.4829674843173165,4.9741522957467215,0.3008800282166758,2.7785536752082653,5.211737439978792,2.936332226590181,0.0463762425970293,OH,Midwest,25013.0,130.32335557686395,114.72427051499562
2023-12-01,"Columbus, OH",594.0,11439.0,238.0,6296.0,11375.0,6369.0,1391.7626571910146,39.9862,-82.9855,2180271.0,0.2724431962815631,5.246595492028284,0.1091607419444647,2.88771441715273,5.217241342933975,2.921196493463427,0.0529072934086767,OH,Midwest,25251.0,130.13191708603898,115.81587793444027
2024-01-01,"Columbus, OH",1099.0,1099.0,758.0,758.0,12119.0,7041.0,1393.2056812146986,39.9862,-82.9855,2180271.0,0.5040657789788517,0.5040657789788517,0.3476632033357321,0.3476632033357321,5.558483326155327,3.2294150589536805,0.0555143327572384,OH,Midwest,26009.0,130.26684201855744,119.29250996779759
2024-02-01,"Columbus, OH",1222.0,2322.0,782.0,1540.0,12990.0,7802.0,1394.171906151796,39.9862,-82.9855,2180271.0,0.5604807842694783,1.065005221827929,0.3586710092460983,0.7063342125818304,5.9579749489857,3.578454238028208,0.0522467769132384,OH,Midwest,26791.0,130.3571855140889,122.87922006025856
