name,date,zori,lat,lng,pop_2023
"Las Vegas, NV",2023-10-01,1726.279698227794,36.2333,-115.2654,2336573.0
"Kansas City, MO",2023-10-01,1395.782332329228,39.1238,-94.5541,2221343.0
"Columbus, OH",2023-10-01,1421.328773726912,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2023-10-01,1464.7105389106248,39.7771,-86.1458,2138468.0
"Cleveland, OH",2023-10-01,1284.4084011656826,41.4764,-81.6805,2063132.0
"San Jose, CA",2023-10-01,3183.61071549192,37.3012,-121.848,1945767.0
"Nashville, TN",2023-10-01,1835.3721805397731,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2023-10-01,1649.4118008934267,36.7335,-76.0435,1787169.0
"Providence, RI",2023-10-01,1913.066218651704,41.823,-71.4187,1677803.0
"Jacksonville, FL",2023-10-01,1710.7597647767163,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2023-10-01,1354.463687093256,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2023-10-01,1310.3697560878677,35.4676,-97.5136,1477926.0
"Raleigh, NC",2023-10-01,1733.426230923555,35.8324,-78.6429,1509231.0
"Memphis, TN",2023-10-01,1360.1234418226156,35.1087,-89.9663,1335674.0
"Richmond, VA",2023-10-01,1560.1850368519574,37.5295,-77.4756,1349732.0
"Louisville, KY",2023-10-01,1286.41036877765,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2023-10-01,1654.8183291891128,40.7776,-111.9311,1267864.0
"Hartford, CT",2023-10-01,1716.0117649721578,41.7661,-72.6834,1151543.0
"Buffalo, NY",2023-10-01,1261.6635112112438,42.9018,-78.8487,1155604.0
"Birmingham, AL",2023-10-01,1328.4079182289013,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2023-10-01,1543.459270234031,42.9619,-85.6562,1162950.0
"New York, NY",2023-11-01,3108.067790421902,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2023-11-01,2866.225446048524,34.1141,-118.4068,12799100.0
"Chicago, IL",2023-11-01,1947.6574014450744,41.8375,-87.6866,9262825.0
"Dallas, TX",2023-11-01,1746.9214642965885,32.7935,-96.7667,8100037.0
"Houston, TX",2023-11-01,1634.5371284330167,29.786,-95.3885,7510253.0
"Washington, DC",2023-11-01,2250.845017510728,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2023-11-01,1796.9353621492005,40.0077,-75.1339,6246160.0
"Miami, FL",2023-11-01,2632.3857365679783,25.784,-80.2101,6183199.0
"Atlanta, GA",2023-11-01,1851.8867981886,33.7628,-84.422,6307261.0
"Boston, MA",2023-11-01,2952.62600694152,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2023-11-01,1803.279228763587,33.5722,-112.0892,5070110.0
"San Francisco, CA",2023-11-01,2929.7805297442405,37.7558,-122.4449,4566961.0
"Riverside, CA",2023-11-01,2449.599534929276,33.9381,-117.3949,4688053.0
"Detroit, MI",2023-11-01,1382.1910107334984,42.3834,-83.1024,4342304.0
"Seattle, WA",2023-11-01,2163.9390418021335,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2023-11-01,1583.856357599205,44.9635,-93.2678,3712020.0
"San Diego, CA",2023-11-01,2961.2122341334866,32.8313,-117.1222,3269973.0
"Tampa, FL",2023-11-01,2039.1320671465676,27.9945,-82.4447,3342963.0
"Denver, CO",2023-11-01,1942.0590288313117,39.762,-104.8758,3005131.0
"Baltimore, MD",2023-11-01,1753.3672571178502,39.3051,-76.6144,2834316.0
"St. Louis, MO",2023-11-01,1301.8102894225178,38.6359,-90.2451,2796999.0
"Orlando, FL",2023-11-01,1978.7661068840043,28.4773,-81.337,2817933.0
"Charlotte, NC",2023-11-01,1749.6255241543186,35.2083,-80.8303,2805115.0
"San Antonio, TX",2023-11-01,1454.097277889938,29.4632,-98.5238,2703999.0
"Portland, OR",2023-11-01,1778.1932227019824,45.5371,-122.65,2508050.0
"Sacramento, CA",2023-11-01,2225.635514578429,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2023-11-01,1368.115058579718,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2023-11-01,1473.6252567972083,39.1413,-84.506,2271479.0
"Austin, TX",2023-11-01,1749.083726193407,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2023-11-01,1724.1520761284655,36.2333,-115.2654,2336573.0
"Kansas City, MO",2023-11-01,1398.0657039331254,39.1238,-94.5541,2221343.0
"Columbus, OH",2023-11-01,1417.8497188884833,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2023-11-01,1464.8599483050891,39.7771,-86.1458,2138468.0
"Cleveland, OH",2023-11-01,1284.5108025984457,41.4764,-81.6805,2063132.0
"San Jose, CA",2023-11-01,3156.91248117375,37.3012,-121.848,1945767.0
"Nashville, TN",2023-11-01,1822.6510725660964,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2023-11-01,1654.272873910245,36.7335,-76.0435,1787169.0
"Providence, RI",2023-11-01,1909.8788449487688,41.823,-71.4187,1677803.0
"Jacksonville, FL",2023-11-01,1699.0405469047546,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2023-11-01,1351.272387573984,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2023-11-01,1311.394808262251,35.4676,-97.5136,1477926.0
"Raleigh, NC",2023-11-01,1718.667650127203,35.8324,-78.6429,1509231.0
"Memphis, TN",2023-11-01,1352.9486346487154,35.1087,-89.9663,1335674.0
"Richmond, VA",2023-11-01,1557.0291495506278,37.5295,-77.4756,1349732.0
"Louisville, KY",2023-11-01,1287.7630142999385,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2023-11-01,1651.9100488873523,40.7776,-111.9311,1267864.0
"Hartford, CT",2023-11-01,1719.560639435104,41.7661,-72.6834,1151543.0
"Buffalo, NY",2023-11-01,1264.1630158085052,42.9018,-78.8487,1155604.0
"Birmingham, AL",2023-11-01,1325.192021816851,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2023-11-01,1539.9361592403254,42.9619,-85.6562,1162950.0
"New York, NY",2023-12-01,3085.428589188687,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2023-12-01,2853.818141768507,34.1141,-118.4068,12799100.0
"Chicago, IL",2023-12-01,1939.1887891114256,41.8375,-87.6866,9262825.0
"Dallas, TX",2023-12-01,1739.114958503463,32.7935,-96.7667,8100037.0
"Houston, TX",2023-12-01,1628.4285164392438,29.786,-95.3885,7510253.0
"Washington, DC",2023-12-01,2242.982656785283,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2023-12-01,1797.3286801938348,40.0077,-75.1339,6246160.0
"Miami, FL",2023-12-01,2636.809421098787,25.784,-80.2101,6183199.0
"Atlanta, GA",2023-12-01,1838.9999962921363,33.7628,-84.422,6307261.0
"Boston, MA",2023-12-01,2957.1838095005314,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2023-12-01,1794.454424728394,33.5722,-112.0892,5070110.0
"San Francisco, CA",2023-12-01,2904.4849165040005,37.7558,-122.4449,4566961.0
"Riverside, CA",2023-12-01,2447.818193647016,33.9381,-117.3949,4688053.0
"Detroit, MI",2023-12-01,1385.2841692176887,42.3834,-83.1024,4342304.0
"Seattle, WA",2023-12-01,2147.226529450098,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2023-12-01,1580.2373766364385,44.9635,-93.2678,3712020.0
"San Diego, CA",2023-12-01,2937.460845132733,32.8313,-117.1222,3269973.0
"Tampa, FL",2023-12-01,2033.2653864557908,27.9945,-82.4447,3342963.0
"Denver, CO",2023-12-01,1930.6482993280256,39.762,-104.8758,3005131.0
"Baltimore, MD",2023-12-01,1751.324218784309,39.3051,-76.6144,2834316.0
"St. Louis, MO",2023-12-01,1304.2513721852984,38.6359,-90.2451,2796999.0
"Orlando, FL",2023-12-01,1966.6486820674704,28.4773,-81.337,2817933.0
"Charlotte, NC",2023-12-01,1737.0199137572968,35.2083,-80.8303,2805115.0
"San Antonio, TX",2023-12-01,1448.5336931156617,29.4632,-98.5238,2703999.0
"Portland, OR",2023-12-01,1765.5628796041758,45.5371,-122.65,2508050.0
"Sacramento, CA",2023-12-01,2220.582410927952,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2023-12-01,1368.17812703996,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2023-12-01,1475.8595286623538,39.1413,-84.506,2271479.0
"Austin, TX",2023-12-01,1734.8567834825035,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2023-12-01,1720.6545497360676,36.2333,-115.2654,2336573.0
"Kansas City, MO",2023-12-01,1399.4583307788826,39.1238,-94.5541,2221343.0
"Columbus, OH",2023-12-01,1415.7595011352346,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2023-12-01,1465.868893888886,39.7771,-86.1458,2138468.0
"Cleveland, OH",2023-12-01,1287.4437648918663,41.4764,-81.6805,2063132.0
"San Jose, CA",2023-12-01,3123.835241539094,37.3012,-121.848,1945767.0
"Nashville, TN",2023-12-01,1808.8573585551376,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2023-12-01,1655.2072187565484,36.7335,-76.0435,1787169.0
"Providence, RI",2023-12-01,1909.7066724152116,41.823,-71.4187,1677803.0
"Jacksonville, FL",2023-12-01,1688.8213377361783,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2023-12-01,1355.6986735740809,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2023-12-01,1309.247278112265,35.4676,-97.5136,1477926.0
"Raleigh, NC",2023-12-01,1704.9072922643245,35.8324,-78.6429,1509231.0
"Memphis, TN",2023-12-01,1347.665781679106,35.1087,-89.9663,1335674.0
"Richmond, VA",2023-12-01,1554.246082286687,37.5295,-77.4756,1349732.0
"Louisville, KY",2023-12-01,1298.856615111075,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2023-12-01,1642.3882101298657,40.7776,-111.9311,1267864.0
"Hartford, CT",2023-12-01,1713.584470898071,41.7661,-72.6834,1151543.0
"Buffalo, NY",2023-12-01,1262.1481501790445,42.9018,-78.8487,1155604.0
"Birmingham, AL",2023-12-01,1325.7541290487657,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2023-12-01,1544.0870245472963,42.9619,-85.6562,1162950.0
"New York, NY",2024-01-01,3068.982978590471,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2024-01-01,2846.4054429473526,34.1141,-118.4068,12799100.0
"Chicago, IL",2024-01-01,1941.0854973603089,41.8375,-87.6866,9262825.0
"Dallas, TX",2024-01-01,1730.9134972550264,32.7935,-96.7667,8100037.0
"Houston, TX",2024-01-01,1626.2511933498774,29.786,-95.3885,7510253.0
"Washington, DC",2024-01-01,2235.3128469691874,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2024-01-01,1794.9089629998527,40.0077,-75.1339,6246160.0
"Miami, FL",2024-01-01,2632.4349797973714,25.784,-80.2101,6183199.0
"Atlanta, GA",2024-01-01,1829.458172315864,33.7628,-84.422,6307261.0
"Boston, MA",2024-01-01,2960.049956110959,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2024-01-01,1787.0912708468272,33.5722,-112.0892,5070110.0
"San Francisco, CA",2024-01-01,2890.0420121601114,37.7558,-122.4449,4566961.0
"Riverside, CA",2024-01-01,2443.7044927140205,33.9381,-117.3949,4688053.0
"Detroit, MI",2024-01-01,1385.2251815591333,42.3834,-83.1024,4342304.0
"Seattle, WA",2024-01-01,2140.115784163762,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2024-01-01,1580.3761456367297,44.9635,-93.2678,3712020.0
"San Diego, CA",2024-01-01,2917.8814027142525,32.8313,-117.1222,3269973.0
"Tampa, FL",2024-01-01,2031.2850050083844,27.9945,-82.4447,3342963.0
"Denver, CO",2024-01-01,1918.2012646753276,39.762,-104.8758,3005131.0
"Baltimore, MD",2024-01-01,1747.5638244860547,39.3051,-76.6144,2834316.0
"St. Louis, MO",2024-01-01,1306.096928277561,38.6359,-90.2451,2796999.0
"Orlando, FL",2024-01-01,1960.5512552203948,28.4773,-81.337,2817933.0
"Charlotte, NC",2024-01-01,1730.3709552243963,35.2083,-80.8303,2805115.0
"San Antonio, TX",2024-01-01,1444.9060172395407,29.4632,-98.5238,2703999.0
"Portland, OR",2024-01-01,1758.7017434839893,45.5371,-122.65,2508050.0
"Sacramento, CA",2024-01-01,2213.494824072341,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2024-01-01,1373.0586436981012,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2024-01-01,1483.7665434724438,39.1413,-84.506,2271479.0
"Austin, TX",2024-01-01,1723.5010459623948,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2024-01-01,1719.0425910672916,36.2333,-115.2654,2336573.0
"Kansas City, MO",2024-01-01,1406.8790571113095,39.1238,-94.5541,2221343.0
"Columbus, OH",2024-01-01,1416.6588477396062,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2024-01-01,1468.63415355532,39.7771,-86.1458,2138468.0
"Cleveland, OH",2024-01-01,1299.0207481563405,41.4764,-81.6805,2063132.0
"San Jose, CA",2024-01-01,3109.3054898866567,37.3012,-121.848,1945767.0
"Nashville, TN",2024-01-01,1800.4499218966478,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2024-01-01,1652.9240390907453,36.7335,-76.0435,1787169.0
"Providence, RI",2024-01-01,1918.6100885958465,41.823,-71.4187,1677803.0
"Jacksonville, FL",2024-01-01,1677.906974383939,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2024-01-01,1361.131665551213,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2024-01-01,1309.6762358341696,35.4676,-97.5136,1477926.0
"Raleigh, NC",2024-01-01,1698.4027465655045,35.8324,-78.6429,1509231.0
"Memphis, TN",2024-01-01,1360.3453726274693,35.1087,-89.9663,1335674.0
"Richmond, VA",2024-01-01,1545.509442807124,37.5295,-77.4756,1349732.0
"Louisville, KY",2024-01-01,1304.936385343468,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2024-01-01,1635.739572332966,40.7776,-111.9311,1267864.0
"Hartford, CT",2024-01-01,1709.97562933888,41.7661,-72.6834,1151543.0
"Buffalo, NY",2024-01-01,1268.960476536747,42.9018,-78.8487,1155604.0
"Birmingham, AL",2024-01-01,1323.6351428355645,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2024-01-01,1544.9185104859207,42.9619,-85.6562,1162950.0
"New York, NY",2024-02-01,3072.896968016943,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2024-02-01,2851.14112050814,34.1141,-118.4068,12799100.0
"Chicago, IL",2024-02-01,1950.1317412790856,41.8375,-87.6866,9262825.0
"Dallas, TX",2024-02-01,1727.4819881328613,32.7935,-96.7667,8100037.0
"Houston, TX",2024-02-01,1629.2417752847955,29.786,-95.3885,7510253.0
"Washington, DC",2024-02-01,2239.3244726089188,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2024-02-01,1796.321755966739,40.0077,-75.1339,6246160.0
"Miami, FL",2024-02-01,2630.6001529456485,25.784,-80.2101,6183199.0
"Atlanta, GA",2024-02-01,1832.602162619679,33.7628,-84.422,6307261.0
"Boston, MA",2024-02-01,2974.3446596920885,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2024-02-01,1787.2853937440784,33.5722,-112.0892,5070110.0
"San Francisco, CA",2024-02-01,2893.9354002110717,37.7558,-122.4449,4566961.0
"Riverside, CA",2024-02-01,2439.47767049581,33.9381,-117.3949,4688053.0
"Detroit, MI",2024-02-01,1389.8805956255678,42.3834,-83.1024,4342304.0
"Seattle, WA",2024-02-01,2146.1568801441604,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2024-02-01,1585.1433934586858,44.9635,-93.2678,3712020.0
"San Diego, CA",2024-02-01,2911.099174005448,32.8313,-117.1222,3269973.0
"Tampa, FL",2024-02-01,2031.0910080164424,27.9945,-82.4447,3342963.0
"Denver, CO",2024-02-01,1920.7617836943004,39.762,-104.8758,3005131.0
"Baltimore, MD",2024-02-01,1751.7619601699455,39.3051,-76.6144,2834316.0
"St. Louis, MO",2024-02-01,1307.027679326856,38.6359,-90.2451,2796999.0
"Orlando, FL",2024-02-01,1964.7186361315464,28.4773,-81.337,2817933.0
"Charlotte, NC",2024-02-01,1728.5909774568026,35.2083,-80.8303,2805115.0
"San Antonio, TX",2024-02-01,1444.8692274861344,29.4632,-98.5238,2703999.0
"Portland, OR",2024-02-01,1759.546044105957,45.5371,-122.65,2508050.0
"Sacramento, CA",2024-02-01,2215.7039598870833,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2024-02-01,1380.188032109235,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2024-02-01,1484.380960611672,39.1413,-84.506,2271479.0
"Austin, TX",2024-02-01,1715.7557581425513,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2024-02-01,1716.68506738696,36.2333,-115.2654,2336573.0
"Kansas City, MO",2024-02-01,1409.8486532989984,39.1238,-94.5541,2221343.0
"Columbus, OH",2024-02-01,1417.1526747583694,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2024-02-01,1474.260514724873,39.7771,-86.1458,2138468.0
"Cleveland, OH",2024-02-01,1309.04789184714,41.4764,-81.6805,2063132.0
"San Jose, CA",2024-02-01,3125.19029149033,37.3012,-121.848,1945767.0
"Nashville, TN",2024-02-01,1801.6019713273777,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2024-02-01,1648.1995418905974,36.7335,-76.0435,1787169.0
"Providence, RI",2024-02-01,1928.0238544792944,41.823,-71.4187,1677803.0
"Jacksonville, FL",2024-02-01,1681.522559119715,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2024-02-01,1366.9978187818322,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2024-02-01,1312.3509889386598,35.4676,-97.5136,1477926.0
"Raleigh, NC",2024-02-01,1696.2166455911056,35.8324,-78.6429,1509231.0
"Memphis, TN",2024-02-01,1376.6135805122094,35.1087,-89.9663,1335674.0
"Richmond, VA",2024-02-01,1554.8108261323307,37.5295,-77.4756,1349732.0
"Louisville, KY",2024-02-01,1314.7950325966194,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2024-02-01,1635.4162216537177,40.7776,-111.9311,1267864.0
"Hartford, CT",2024-02-01,1717.2363238840078,41.7661,-72.6834,1151543.0
"Buffalo, NY",2024-02-01,1266.9722732851685,42.9018,-78.8487,1155604.0
"Birmingham, AL",2024-02-01,1326.2446202347976,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2024-02-01,1552.9519319401147,42.9619,-85.6562,1162950.0
"New York, NY",2024-03-01,3091.330607197732,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2024-03-01,2863.734170775396,34.1141,-118.4068,12799100.0
"Chicago, IL",2024-03-01,1965.4552967236104,41.8375,-87.6866,9262825.0
"Dallas, TX",2024-03-01,1725.96047905479,32.7935,-96.7667,8100037.0
"Houston, TX",2024-03-01,1635.279965273003,29.786,-95.3885,7510253.0
"Washington, DC",2024-03-01,2254.809280183879,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2024-03-01,1804.3107380754425,40.0077,-75.1339,6246160.0
"Miami, FL",2024-03-01,2636.019906350862,25.784,-80.2101,6183199.0
"Atlanta, GA",2024-03-01,1844.0771381285904,33.7628,-84.422,6307261.0
"Boston, MA",2024-03-01,2991.5959915639937,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2024-03-01,1795.1770312850997,33.5722,-112.0892,5070110.0
"San Francisco, CA",2024-03-01,2910.655492560454,37.7558,-122.4449,4566961.0
"Riverside, CA",2024-03-01,2448.243949031066,33.9381,-117.3949,4688053.0
"Detroit, MI",2024-03-01,1392.517493106672,42.3834,-83.1024,4342304.0
"Seattle, WA",2024-03-01,2161.464289549157,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2024-03-01,1596.444486908723,44.9635,-93.2678,3712020.0
"San Diego, CA",2024-03-01,2921.772931389856,32.8313,-117.1222,3269973.0
"Tampa, FL",2024-03-01,2033.7582660609803,27.9945,-82.4447,3342963.0
"Denver, CO",2024-03-01,1928.875487748959,39.762,-104.8758,3005131.0
"Baltimore, MD",2024-03-01,1758.6987246596557,39.3051,-76.6144,2834316.0
"St. Louis, MO",2024-03-01,1312.6468627742815,38.6359,-90.2451,2796999.0
"Orlando, FL",2024-03-01,1971.7266574700343,28.4773,-81.337,2817933.0
"Charlotte, NC",2024-03-01,1736.4005652132969,35.2083,-80.8303,2805115.0
"San Antonio, TX",2024-03-01,1445.9518456952062,29.4632,-98.5238,2703999.0
"Portland, OR",2024-03-01,1771.0886845795967,45.5371,-122.65,2508050.0
"Sacramento, CA",2024-03-01,2227.1386717787773,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2024-03-01,1388.0451868658974,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2024-03-01,1489.0649338581468,39.1413,-84.506,2271479.0
"Austin, TX",2024-03-01,1714.6377808128657,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2024-03-01,1718.259115983791,36.2333,-115.2654,2336573.0
"Kansas City, MO",2024-03-01,1417.2052821359448,39.1238,-94.5541,2221343.0
"Columbus, OH",2024-03-01,1422.1465728557105,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2024-03-01,1484.6915439033571,39.7771,-86.1458,2138468.0
"Cleveland, OH",2024-03-01,1321.8286642721098,41.4764,-81.6805,2063132.0
"San Jose, CA",2024-03-01,3155.2818003773373,37.3012,-121.848,1945767.0
"Nashville, TN",2024-03-01,1809.5421314019304,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2024-03-01,1656.2103930214382,36.7335,-76.0435,1787169.0
"Providence, RI",2024-03-01,1940.2937181210125,41.823,-71.4187,1677803.0
"Jacksonville, FL",2024-03-01,1686.610857490945,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2024-03-01,1365.6876969289815,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2024-03-01,1316.145461346226,35.4676,-97.5136,1477926.0
"Raleigh, NC",2024-03-01,1704.811312570704,35.8324,-78.6429,1509231.0
"Memphis, TN",2024-03-01,1386.441890799237,35.1087,-89.9663,1335674.0
"Richmond, VA",2024-03-01,1566.366508010645,37.5295,-77.4756,1349732.0
"Louisville, KY",2024-03-01,1324.6000682842448,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2024-03-01,1645.8314952854143,40.7776,-111.9311,1267864.0
"Hartford, CT",2024-03-01,1727.7212491266498,41.7661,-72.6834,1151543.0
"Buffalo, NY",2024-03-01,1277.6007111361662,42.9018,-78.8487,1155604.0
"Birmingham, AL",2024-03-01,1331.0646526607595,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2024-03-01,1555.9854402650828,42.9619,-85.6562,1162950.0
"New York, NY",2024-04-01,3121.880299586195,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2024-04-01,2880.862595416894,34.1141,-118.4068,12799100.0
"Chicago, IL",2024-04-01,1980.8905761854255,41.8375,-87.6866,9262825.0
"Dallas, TX",2024-04-01,1731.5106817924604,32.7935,-96.7667,8100037.0
"Houston, TX",2024-04-01,1641.2751607427003,29.786,-95.3885,7510253.0
"Washington, DC",2024-04-01,2277.980451055527,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2024-04-01,1814.210105116436,40.0077,-75.1339,6246160.0
"Miami, FL",2024-04-01,2648.972571229173,25.784,-80.2101,6183199.0
"Atlanta, GA",2024-04-01,1852.4015251151152,33.7628,-84.422,6307261.0
"Boston, MA",2024-04-01,3015.622717218286,42.3188,-71.0852,4919179.0
"Phoenix, AZ",2024-04-01,1806.398633456102,33.5722,-112.0892,5070110.0
"San Francisco, CA",2024-04-01,2935.6676995377056,37.7558,-122.4449,4566961.0
"Riverside, CA",2024-04-01,2465.9688780446386,33.9381,-117.3949,4688053.0
"Detroit, MI",2024-04-01,1403.6975691435196,42.3834,-83.1024,4342304.0
"Seattle, WA",2024-04-01,2182.0905916261127,47.6211,-122.3244,4044837.0
"Minneapolis, MN",2024-04-01,1609.1975837766493,44.9635,-93.2678,3712020.0
"San Diego, CA",2024-04-01,2940.949066416978,32.8313,-117.1222,3269973.0
"Tampa, FL",2024-04-01,2042.214988074503,27.9945,-82.4447,3342963.0
"Denver, CO",2024-04-01,1947.9429181706032,39.762,-104.8758,3005131.0
"Baltimore, MD",2024-04-01,1769.078715308096,39.3051,-76.6144,2834316.0
"St. Louis, MO",2024-04-01,1322.6182427790914,38.6359,-90.2451,2796999.0
"Orlando, FL",2024-04-01,1981.9265923603,28.4773,-81.337,2817933.0
"Charlotte, NC",2024-04-01,1741.488055807801,35.2083,-80.8303,2805115.0
"San Antonio, TX",2024-04-01,1452.1081988099843,29.4632,-98.5238,2703999.0
"Portland, OR",2024-04-01,1784.8145381103734,45.5371,-122.65,2508050.0
"Sacramento, CA",2024-04-01,2242.612985492208,38.5677,-121.4685,2420608.0
"Pittsburgh, PA",2024-04-01,1388.629436815618,40.4397,-79.9763,2422725.0
"Cincinnati, OH",2024-04-01,1498.2993125287044,39.1413,-84.506,2271479.0
"Austin, TX",2024-04-01,1719.1686465441849,30.3005,-97.7522,2473275.0
"Las Vegas, NV",2024-04-01,1728.939923837838,36.2333,-115.2654,2336573.0
"Kansas City, MO",2024-04-01,1424.1955320408456,39.1238,-94.5541,2221343.0
"Columbus, OH",2024-04-01,1426.4989801257595,39.9862,-82.9855,2180271.0
"Indianapolis, IN",2024-04-01,1493.2025340847604,39.7771,-86.1458,2138468.0
"Cleveland, OH",2024-04-01,1325.0460933319716,41.4764,-81.6805,2063132.0
"San Jose, CA",2024-04-01,3187.733338214423,37.3012,-121.848,1945767.0
"Nashville, TN",2024-04-01,1821.9334674613672,36.1715,-86.7842,2102573.0
"Virginia Beach, VA",2024-04-01,1670.3224731166313,36.7335,-76.0435,1787169.0
"Providence, RI",2024-04-01,1958.8929261809567,41.823,-71.4187,1677803.0
"Jacksonville, FL",2024-04-01,1700.4218706536035,30.3322,-81.6749,1713240.0
"Milwaukee, WI",2024-04-01,1371.9835307515095,43.0642,-87.9675,1560424.0
"Oklahoma City, OK",2024-04-01,1316.9148142356032,35.4676,-97.5136,1477926.0
"Raleigh, NC",2024-04-01,1710.7862576463983,35.8324,-78.6429,1509231.0
"Memphis, TN",2024-04-01,1389.7403978695388,35.1087,-89.9663,1335674.0
"Richmond, VA",2024-04-01,1583.5635738046165,37.5295,-77.4756,1349732.0
"Louisville, KY",2024-04-01,1334.1080440503704,38.1663,-85.6485,1365557.0
"Salt Lake City, UT",2024-04-01,1653.9176353595662,40.7776,-111.9311,1267864.0
"Hartford, CT",2024-04-01,1748.3514068449797,41.7661,-72.6834,1151543.0
"Buffalo, NY",2024-04-01,1285.6867758674534,42.9018,-78.8487,1155604.0
"Birmingham, AL",2024-04-01,1338.3267574158608,33.5279,-86.7971,1184290.0
"Grand Rapids, MI",2024-04-01,1569.336538630356,42.9619,-85.6562,1162950.0
"New York, NY",2024-05-01,3150.0801272152917,40.6943,-73.9249,19498249.0
"Los Angeles, CA",2024-05-01,2892.182023494266,34.1141,-118.4068,12799100.0
"Chicago, IL",2024-05-01,2002.5111021967575,41.8375,-87.6866,9262825.0
"Dallas, TX",2024-05-01,1737.6996403441508,32.7935,-96.7667,8100037.0
"Houston, TX",2024-05-01,1650.6349853736135,29.786,-95.3885,7510253.0
"Washington, DC",2024-05-01,2298.28735051874,38.9047,-77.0163,6304975.0
"Philadelphia, PA",2024-05-01,1823.6821838356043,40.0077,-75.1339,6246160.0
"Miami, FL",2024-05-01,2660.319836863426,25.784,-80.2101,6183199.0
"Atlanta, GA",2024-05-01,1859.7212374269004,33.7628,-84.422,6307261.0
"Boston, MA",2024-05-01,3039.0149482011448,42.3188,-71.0852,4919179.0
