name,date,zori,lat,lng,pop_2023,state,region,zori_index
"Minneapolis, MN",2019-09-01,1416.856201176799,44.9635,-93.2678,3712020.0,MN,Midwest,99.99975195326469
"San Diego, CA",2019-09-01,2141.247767232522,32.8313,-117.1222,3269973.0,CA,West,99.63164023683578
"Tampa, FL",2019-09-01,1338.818815257371,27.9945,-82.4447,3342963.0,FL,Southeast,99.45608164717082
"Denver, CO",2019-09-01,1586.3114360803577,39.762,-104.8758,3005131.0,CO,West,100.44788884597668
"Baltimore, MD",2019-09-01,1457.392680727547,39.3051,-76.6144,2834316.0,MD,Northest,100.40356940084014
"St. Louis, MO",2019-09-01,993.2361172268772,38.6359,-90.2451,2796999.0,MO,Midwest,100.14366595897583
"Orlando, FL",2019-09-01,1449.340086368877,28.4773,-81.337,2817933.0,FL,Southeast,99.81932105101434
"Charlotte, NC",2019-09-01,1303.0702561312653,35.2083,-80.8303,2805115.0,NC,Southeast,100.08318025245715
"San Antonio, TX",2019-09-01,1202.2213412657109,29.4632,-98.5238,2703999.0,TX,Southwest,100.44287137623567
"Portland, OR",2019-09-01,1481.7974823341042,45.5371,-122.65,2508050.0,OR,West,100.61434050841133
"Sacramento, CA",2019-09-01,1730.538446841416,38.5677,-121.4685,2420608.0,CA,West,100.41823466840223
"Pittsburgh, PA",2019-09-01,1116.1031689137712,40.4397,-79.9763,2422725.0,PA,Northest,98.57499595434177
"Cincinnati, OH",2019-09-01,1078.2963341811626,39.1413,-84.506,2271479.0,OH,Midwest,99.22608437745606
"Austin, TX",2019-09-01,1427.4357051078923,30.3005,-97.7522,2473275.0,TX,Southwest,100.19256795468372
"Las Vegas, NV",2019-09-01,1299.9261578757794,36.2333,-115.2654,2336573.0,NV,West,100.22264658477955
"Kansas City, MO",2019-09-01,1040.8592833428645,39.1238,-94.5541,2221343.0,MO,Midwest,100.274014901913
"Columbus, OH",2019-09-01,1084.5274717965888,39.9862,-82.9855,2180271.0,OH,Midwest,99.37507991519415
"Indianapolis, IN",2019-09-01,1073.1902271640924,39.7771,-86.1458,2138468.0,IN,Midwest,100.5013923050392
"Cleveland, OH",2019-09-01,963.3011942013904,41.4764,-81.6805,2063132.0,OH,Midwest,100.0753760729949
"San Jose, CA",2019-09-01,2989.5009881282904,37.3012,-121.848,1945767.0,CA,West,100.9754423768658
"Nashville, TN",2019-09-01,1431.9215814684744,36.1715,-86.7842,2102573.0,TN,Southeast,100.36058154735305
"Virginia Beach, VA",2019-09-01,1228.0257305252096,36.7335,-76.0435,1787169.0,VA,Southeast,99.13307674106197
"Providence, RI",2019-09-01,1387.7804837918452,41.823,-71.4187,1677803.0,RI,Northest,99.80044167779005
"Jacksonville, FL",2019-09-01,1219.5009688492282,30.3322,-81.6749,1713240.0,FL,Southeast,99.66037192997639
"Milwaukee, WI",2019-09-01,1017.850900061434,43.0642,-87.9675,1560424.0,WI,Midwest,99.76141732393835
"Oklahoma City, OK",2019-09-01,1032.839323913753,35.4676,-97.5136,1477926.0,OK,Southwest,100.22565562675459
"Raleigh, NC",2019-09-01,1323.7250258869217,35.8324,-78.6429,1509231.0,NC,Southeast,100.15286720921965
"Memphis, TN",2019-09-01,1028.0086962340492,35.1087,-89.9663,1335674.0,TN,Southeast,100.18412142623959
"Richmond, VA",2019-09-01,1179.6234783946798,37.5295,-77.4756,1349732.0,VA,Southeast,99.94946946640127
"Louisville, KY",2019-09-01,999.914351667752,38.1663,-85.6485,1365557.0,KY,Southeast,99.79750929799435
"Salt Lake City, UT",2019-09-01,1242.58740690126,40.7776,-111.9311,1267864.0,UT,West,101.26486153971996
"Hartford, CT",2019-09-01,1297.15275524567,41.7661,-72.6834,1151543.0,CT,Northest,100.57663696434298
"Buffalo, NY",2019-09-01,943.1347429681346,42.9018,-78.8487,1155604.0,NY,Northest,99.14186685474226
"Birmingham, AL",2019-09-01,1016.7640043249428,33.5279,-86.7971,1184290.0,AL,Southeast,99.69462720268793
"Grand Rapids, MI",2019-09-01,1201.1401456656267,42.9619,-85.6562,1162950.0,MI,Midwest,101.17687614950697
"New York, NY",2019-10-01,2580.309364557015,40.6943,-73.9249,19498249.0,NY,Northest,100.94432440558762
"Los Angeles, CA",2019-10-01,2326.3602244706744,34.1141,-118.4068,12799100.0,CA,West,99.62648569846156
"Chicago, IL",2019-10-01,1555.3979178343136,41.8375,-87.6866,9262825.0,IL,Midwest,101.14521947531598
"Dallas, TX",2019-10-01,1351.3775237911875,32.7935,-96.7667,8100037.0,TX,Southwest,100.53137833880805
"Houston, TX",2019-10-01,1365.0094128011883,29.786,-95.3885,7510253.0,TX,Southwest,99.81059702241738
"Washington, DC",2019-10-01,1932.445591041808,38.9047,-77.0163,6304975.0,DC,Northest,100.61409847081894
"Philadelphia, PA",2019-10-01,1431.7554046720018,40.0077,-75.1339,6246160.0,PA,Northest,99.81356933249474
"Miami, FL",2019-10-01,1741.673962455361,25.784,-80.2101,6183199.0,FL,Southeast,98.53944690944061
"Atlanta, GA",2019-10-01,1376.5362338847603,33.7628,-84.422,6307261.0,GA,Southeast,100.23022924932104
"Boston, MA",2019-10-01,2346.0496052032,42.3188,-71.0852,4919179.0,MA,Northest,100.62546538735863
"Phoenix, AZ",2019-10-01,1286.4761244310102,33.5722,-112.0892,5070110.0,AZ,Southwest,98.68845642332582
"San Francisco, CA",2019-10-01,2835.227721311678,37.7558,-122.4449,4566961.0,CA,West,100.60600858710285
"Riverside, CA",2019-10-01,1737.74484857144,33.9381,-117.3949,4688053.0,CA,West,99.46966569326314
"Detroit, MI",2019-10-01,1062.2003333265725,42.3834,-83.1024,4342304.0,MI,Midwest,100.03134593393312
"Seattle, WA",2019-10-01,1800.037850867373,47.6211,-122.3244,4044837.0,WA,West,100.58566421414486
"Minneapolis, MN",2019-10-01,1414.0761707434904,44.9635,-93.2678,3712020.0,MN,Midwest,99.80354124852099
"San Diego, CA",2019-10-01,2143.9272420852985,32.8313,-117.1222,3269973.0,CA,West,99.75631542792797
"Tampa, FL",2019-10-01,1340.8491423636372,27.9945,-82.4447,3342963.0,FL,Southeast,99.60690741698379
"Denver, CO",2019-10-01,1580.763251337133,39.762,-104.8758,3005131.0,CO,West,100.09656852405968
"Baltimore, MD",2019-10-01,1456.210231099226,39.3051,-76.6144,2834316.0,MD,Northest,100.32210737287053
"St. Louis, MO",2019-10-01,990.9505758129264,38.6359,-90.2451,2796999.0,MO,Midwest,99.91322478600163
"Orlando, FL",2019-10-01,1452.3212239100974,28.4773,-81.337,2817933.0,FL,Southeast,100.02463871808433
"Charlotte, NC",2019-10-01,1307.44354115559,35.2083,-80.8303,2805115.0,NC,Southeast,100.41907332600819
"San Antonio, TX",2019-10-01,1203.5919380111402,29.4632,-98.5238,2703999.0,TX,Southwest,100.55738163144783
"Portland, OR",2019-10-01,1483.862592587255,45.5371,-122.65,2508050.0,OR,West,100.75456190079124
"Sacramento, CA",2019-10-01,1730.272720810282,38.5677,-121.4685,2420608.0,CA,West,100.40281534096651
"Pittsburgh, PA",2019-10-01,1117.924825180706,40.4397,-79.9763,2422725.0,PA,Northest,98.7358858829297
"Cincinnati, OH",2019-10-01,1080.4877669393538,39.1413,-84.506,2271479.0,OH,Midwest,99.4277425718493
"Austin, TX",2019-10-01,1428.2990330720302,30.3005,-97.7522,2473275.0,TX,Southwest,100.25316546209126
"Las Vegas, NV",2019-10-01,1301.0101916577717,36.2333,-115.2654,2336573.0,NV,West,100.30622420490846
"Kansas City, MO",2019-10-01,1037.4931248606415,39.1238,-94.5541,2221343.0,MO,Midwest,99.94972685336472
"Columbus, OH",2019-10-01,1088.8763780565257,39.9862,-82.9855,2180271.0,OH,Midwest,99.77356950477458
"Indianapolis, IN",2019-10-01,1075.593390422524,39.7771,-86.1458,2138468.0,IN,Midwest,100.72644211195639
"Cleveland, OH",2019-10-01,963.5137343414988,41.4764,-81.6805,2063132.0,OH,Midwest,100.09745643018744
"San Jose, CA",2019-10-01,2980.08890880368,37.3012,-121.848,1945767.0,CA,West,100.6575335093783
"Nashville, TN",2019-10-01,1430.2296759332953,36.1715,-86.7842,2102573.0,TN,Southeast,100.24199919924735
"Virginia Beach, VA",2019-10-01,1227.287906109556,36.7335,-76.0435,1787169.0,VA,Southeast,99.07351544474685
"Providence, RI",2019-10-01,1393.8466635950022,41.823,-71.4187,1677803.0,RI,Northest,100.23668316606764
"Jacksonville, FL",2019-10-01,1221.740960792417,30.3322,-81.6749,1713240.0,FL,Southeast,99.84342912786364
"Milwaukee, WI",2019-10-01,1020.4372073496766,43.0642,-87.9675,1560424.0,WI,Midwest,100.01490600356198
"Oklahoma City, OK",2019-10-01,1030.1631439990017,35.4676,-97.5136,1477926.0,OK,Southwest,99.9659619064238
"Raleigh, NC",2019-10-01,1320.8214569417978,35.8324,-78.6429,1509231.0,NC,Southeast,99.93318355188383
"Memphis, TN",2019-10-01,1030.486530413931,35.1087,-89.9663,1335674.0,TN,Southeast,100.42559763287161
"Richmond, VA",2019-10-01,1178.8431326163873,37.5295,-77.4756,1349732.0,VA,Southeast,99.8833507870352
"Louisville, KY",2019-10-01,999.7747648012028,38.1663,-85.6485,1365557.0,KY,Southeast,99.78357768316243
"Salt Lake City, UT",2019-10-01,1243.9740605402924,40.7776,-111.9311,1267864.0,UT,West,101.37786710212973
"Hartford, CT",2019-10-01,1293.2256058199025,41.7661,-72.6834,1151543.0,CT,Northest,100.27213968713113
"Buffalo, NY",2019-10-01,943.561517205687,42.9018,-78.8487,1155604.0,NY,Northest,99.18672915565094
"Birmingham, AL",2019-10-01,1020.7355729158144,33.5279,-86.7971,1184290.0,AL,Southeast,100.08404308325869
"Grand Rapids, MI",2019-10-01,1196.5139729775758,42.9619,-85.6562,1162950.0,MI,Midwest,100.78719497633648
"New York, NY",2019-11-01,2575.202856169508,40.6943,-73.9249,19498249.0,NY,Northest,100.74455260832606
"Los Angeles, CA",2019-11-01,2328.727091788489,34.1141,-118.4068,12799100.0,CA,West,99.72784690233189
"Chicago, IL",2019-11-01,1548.79657461105,41.8375,-87.6866,9262825.0,IL,Midwest,100.71594391727834
"Dallas, TX",2019-11-01,1350.2166110160836,32.7935,-96.7667,8100037.0,TX,Southwest,100.44501597199518
"Houston, TX",2019-11-01,1364.326690152407,29.786,-95.3885,7510253.0,TX,Southwest,99.76067578778228
"Washington, DC",2019-11-01,1926.3305935456592,38.9047,-77.0163,6304975.0,DC,Northest,100.29571695307871
"Philadelphia, PA",2019-11-01,1431.025583052795,40.0077,-75.1339,6246160.0,PA,Northest,99.7626904599224
"Miami, FL",2019-11-01,1750.5121240014853,25.784,-80.2101,6183199.0,FL,Southeast,99.03948742748545
"Atlanta, GA",2019-11-01,1376.0466697707552,33.7628,-84.422,6307261.0,GA,Southeast,100.19458244092539
"Boston, MA",2019-11-01,2327.532339234888,42.3188,-71.0852,4919179.0,MA,Northest,99.83123303113295
"Phoenix, AZ",2019-11-01,1290.3207544807096,33.5722,-112.0892,5070110.0,AZ,Southwest,98.98338658014578
"San Francisco, CA",2019-11-01,2824.005935654905,37.7558,-122.4449,4566961.0,CA,West,100.2078116254755
"Riverside, CA",2019-11-01,1741.8149981499962,33.9381,-117.3949,4688053.0,CA,West,99.70264374998612
"Detroit, MI",2019-11-01,1061.5762513695772,42.3834,-83.1024,4342304.0,MI,Midwest,99.97257382082728
"Seattle, WA",2019-11-01,1791.9085178759092,47.6211,-122.3244,4044837.0,WA,West,100.1313991229023
"Minneapolis, MN",2019-11-01,1412.464022583178,44.9635,-93.2678,3712020.0,MN,Midwest,99.68975806007232
"San Diego, CA",2019-11-01,2144.2786877399494,32.8313,-117.1222,3269973.0,CA,West,99.77266809274464
"Tampa, FL",2019-11-01,1342.5556490159368,27.9945,-82.4447,3342963.0,FL,Southeast,99.73367771854242
"Denver, CO",2019-11-01,1577.08177200187,39.762,-104.8758,3005131.0,CO,West,99.86345110547069
"Baltimore, MD",2019-11-01,1451.58923939838,39.3051,-76.6144,2834316.0,MD,Northest,100.00375524507956
"St. Louis, MO",2019-11-01,989.2916625091136,38.6359,-90.2451,2796999.0,MO,Midwest,99.74596379249712
"Orlando, FL",2019-11-01,1453.5770411317585,28.4773,-81.337,2817933.0,FL,Southeast,100.11112968290989
"Charlotte, NC",2019-11-01,1306.5347617166651,35.2083,-80.8303,2805115.0,NC,Southeast,100.34927391498817
"San Antonio, TX",2019-11-01,1203.1828052006813,29.4632,-98.5238,2703999.0,TX,Southwest,100.52319951136212
"Portland, OR",2019-11-01,1478.6786920213813,45.5371,-122.65,2508050.0,OR,West,100.40257403273588
"Sacramento, CA",2019-11-01,1730.3907642430606,38.5677,-121.4685,2420608.0,CA,West,100.4096650663543
"Pittsburgh, PA",2019-11-01,1123.5049363045655,40.4397,-79.9763,2422725.0,PA,Northest,99.2287251174913
"Cincinnati, OH",2019-11-01,1080.3421628725462,39.1413,-84.506,2271479.0,OH,Midwest,99.41434391606165
"Austin, TX",2019-11-01,1426.857720628734,30.3005,-97.7522,2473275.0,TX,Southwest,100.15199887756339
"Las Vegas, NV",2019-11-01,1299.7549221118716,36.2333,-115.2654,2336573.0,NV,West,100.20944452607428
"Kansas City, MO",2019-11-01,1032.6441463078054,39.1238,-94.5541,2221343.0,MO,Midwest,99.4825872933422
"Columbus, OH",2019-11-01,1089.545470799982,39.9862,-82.9855,2180271.0,OH,Midwest,99.83487836654228
"Indianapolis, IN",2019-11-01,1074.22040867132,39.7771,-86.1458,2138468.0,IN,Midwest,100.59786604583805
"Cleveland, OH",2019-11-01,964.9750785596436,41.4764,-81.6805,2063132.0,OH,Midwest,100.24927246974313
"San Jose, CA",2019-11-01,2967.76072099098,37.3012,-121.848,1945767.0,CA,West,100.24112815509478
"Nashville, TN",2019-11-01,1423.3721300603556,36.1715,-86.7842,2102573.0,TN,Southeast,99.7613672284029
"Virginia Beach, VA",2019-11-01,1229.6666296056758,36.7335,-76.0435,1787169.0,VA,Southeast,99.2655392542038
"Providence, RI",2019-11-01,1398.4591990685294,41.823,-71.4187,1677803.0,RI,Northest,100.56838769923324
"Jacksonville, FL",2019-11-01,1221.829012423716,30.3322,-81.6749,1713240.0,FL,Southeast,99.85062490593063
"Milwaukee, WI",2019-11-01,1017.6127020415014,43.0642,-87.9675,1560424.0,WI,Midwest,99.73807110292424
"Oklahoma City, OK",2019-11-01,1029.1381912044496,35.4676,-97.5136,1477926.0,OK,Southwest,99.86650155141795
"Raleigh, NC",2019-11-01,1317.08513934597,35.8324,-78.6429,1509231.0,NC,Southeast,99.65049423748057
"Memphis, TN",2019-11-01,1025.6005382667158,35.1087,-89.9663,1335674.0,TN,Southeast,99.94943548331253
"Richmond, VA",2019-11-01,1178.1018552711612,37.5295,-77.4756,1349732.0,VA,Southeast,99.8205423750802
"Louisville, KY",2019-11-01,1002.6091659664468,38.1663,-85.6485,1365557.0,KY,Southeast,100.06646808889658
"Salt Lake City, UT",2019-11-01,1236.0665211568803,40.7776,-111.9311,1267864.0,UT,West,100.73344090214269
"Hartford, CT",2019-11-01,1286.2446263385818,41.7661,-72.6834,1151543.0,CT,Northest,99.73085922798016
"Buffalo, NY",2019-11-01,946.2048591389748,42.9018,-78.8487,1155604.0,NY,Northest,99.46459597792156
"Birmingham, AL",2019-11-01,1021.482581708852,33.5279,-86.7971,1184290.0,AL,Southeast,100.15728796881938
"Grand Rapids, MI",2019-11-01,1190.6349134026625,42.9619,-85.6562,1162950.0,MI,Midwest,100.29197809041935
"New York, NY",2019-12-01,2563.60409518677,40.6943,-73.9249,19498249.0,NY,Northest,100.29079729222839
"Los Angeles, CA",2019-12-01,2331.481623029212,34.1141,-118.4068,12799100.0,CA,West,99.84580983187877
"Chicago, IL",2019-12-01,1542.1313694544297,41.8375,-87.6866,9262825.0,IL,Midwest,100.28251551244094
"Dallas, TX",2019-12-01,1347.970923543406,32.7935,-96.7667,8100037.0,TX,Southwest,100.27795528542025
"Houston, TX",2019-12-01,1364.2747799370582,29.786,-95.3885,7510253.0,TX,Southwest,99.75688007067076
"Washington, DC",2019-12-01,1920.2489661794689,38.9047,-77.0163,6304975.0,DC,Northest,99.97907287392778
"Philadelphia, PA",2019-12-01,1431.0595413969393,40.0077,-75.1339,6246160.0,PA,Northest,99.76505783603051
"Miami, FL",2019-12-01,1760.4481093927188,25.784,-80.2101,6183199.0,FL,Southeast,99.60164000371857
"Atlanta, GA",2019-12-01,1373.491782573066,33.7628,-84.422,6307261.0,GA,Southeast,100.00855251797316
"Boston, MA",2019-12-01,2322.2760525344715,42.3188,-71.0852,4919179.0,MA,Northest,99.60578328179017
"Phoenix, AZ",2019-12-01,1295.365591875651,33.5722,-112.0892,5070110.0,AZ,Southwest,99.37038732268473
"San Francisco, CA",2019-12-01,2817.5474170795083,37.7558,-122.4449,4566961.0,CA,West,99.97863575703563
"Riverside, CA",2019-12-01,1742.6746696854627,33.9381,-117.3949,4688053.0,CA,West,99.75185191786483
"Detroit, MI",2019-12-01,1060.3532238818557,42.3834,-83.1024,4342304.0,MI,Midwest,99.85739678512834
"Seattle, WA",2019-12-01,1785.946621418004,47.6211,-122.3244,4044837.0,WA,West,99.79824984223279
"Minneapolis, MN",2019-12-01,1413.257553713457,44.9635,-93.2678,3712020.0,MN,Midwest,99.74576439023426
"San Diego, CA",2019-12-01,2144.799580870155,32.8313,-117.1222,3269973.0,CA,West,99.79690509966397
"Tampa, FL",2019-12-01,1342.217271026042,27.9945,-82.4447,3342963.0,FL,Southeast,99.70854082278994
"Denver, CO",2019-12-01,1576.6328747384775,39.762,-104.8758,3005131.0,CO,West,99.83502618121501
"Baltimore, MD",2019-12-01,1450.085492707032,39.3051,-76.6144,2834316.0,MD,Northest,99.9001582274174
"St. Louis, MO",2019-12-01,990.7963923400038,38.6359,-90.2451,2796999.0,MO,Midwest,99.89767913885797
"Orlando, FL",2019-12-01,1451.8694056453205,28.4773,-81.337,2817933.0,FL,Southeast,99.99352097501448
"Charlotte, NC",2019-12-01,1305.574697458131,35.2083,-80.8303,2805115.0,NC,Southeast,100.27553553918787
"San Antonio, TX",2019-12-01,1197.2793778710052,29.4632,-98.5238,2703999.0,TX,Southwest,100.02998152262694
"Portland, OR",2019-12-01,1475.8506436274738,45.5371,-122.65,2508050.0,OR,West,100.21054899053468
"Sacramento, CA",2019-12-01,1724.7790552407696,38.5677,-121.4685,2420608.0,CA,West,100.08403351941502
"Pittsburgh, PA",2019-12-01,1127.5359419513263,40.4397,-79.9763,2422725.0,PA,Northest,99.58474629580951
"Cincinnati, OH",2019-12-01,1084.8977012485798,39.1413,-84.506,2271479.0,OH,Midwest,99.83354986247555
"Austin, TX",2019-12-01,1423.2096830509918,30.3005,-97.7522,2473275.0,TX,Southwest,99.89594093281586
"Las Vegas, NV",2019-12-01,1298.464737862785,36.2333,-115.2654,2336573.0,NV,West,100.10997296821536
"Kansas City, MO",2019-12-01,1032.0250926341737,39.1238,-94.5541,2221343.0,MO,Midwest,99.42294907106928
"Columbus, OH",2019-12-01,1091.9255567144378,39.9862,-82.9855,2180271.0,OH,Midwest,100.05296526070113
"Indianapolis, IN",2019-12-01,1071.639741199876,39.7771,-86.1458,2138468.0,IN,Midwest,100.35619344447471
"Cleveland, OH",2019-12-01,960.6318298752998,41.4764,-81.6805,2063132.0,OH,Midwest,99.79806131368868
"San Jose, CA",2019-12-01,2954.330039893306,37.3012,-121.848,1945767.0,CA,West,99.78748422901957
"Nashville, TN",2019-12-01,1423.1796254092333,36.1715,-86.7842,2102573.0,TN,Southeast,99.74787495411411
"Virginia Beach, VA",2019-12-01,1230.1827241730798,36.7335,-76.0435,1787169.0,VA,Southeast,99.30720128219261
"Providence, RI",2019-12-01,1394.20951504523,41.823,-71.4187,1677803.0,RI,Northest,100.26277715962001
"Jacksonville, FL",2019-12-01,1220.3649441588834,30.3322,-81.6749,1713240.0,FL,Southeast,99.73097794251593
"Milwaukee, WI",2019-12-01,1017.8150901146358,43.0642,-87.9675,1560424.0,WI,Midwest,99.75790752594467
"Oklahoma City, OK",2019-12-01,1030.2180401617377,35.4676,-97.5136,1477926.0,OK,Southwest,99.97128897305866
"Raleigh, NC",2019-12-01,1315.788355802337,35.8324,-78.6429,1509231.0,NC,Southeast,99.55237975939434
"Memphis, TN",2019-12-01,1025.0830456194972,35.1087,-89.9663,1335674.0,TN,Southeast,99.89900347199193
"Richmond, VA",2019-12-01,1176.9409432477687,37.5295,-77.4756,1349732.0,VA,Southeast,99.72217832675423
"Louisville, KY",2019-12-01,1003.4752837550284,38.1663,-85.6485,1365557.0,KY,Southeast,100.15291189072317
"Salt Lake City, UT",2019-12-01,1230.6679107514642,40.7776,-111.9311,1267864.0,UT,West,100.29348027468497
"Hartford, CT",2019-12-01,1286.644891245943,41.7661,-72.6834,1151543.0,CT,Northest,99.76189435326856
"Buffalo, NY",2019-12-01,943.0819828892784,42.9018,-78.8487,1155604.0,NY,Northest,99.13632074083627
"Birmingham, AL",2019-12-01,1021.6832051362096,33.5279,-86.7971,1184290.0,AL,Southeast,100.17695927672708
"Grand Rapids, MI",2019-12-01,1194.2906461905802,42.9619,-85.6562,1162950.0,MI,Midwest,100.59991519905196
"New York, NY",2020-01-01,2556.170819658471,40.6943,-73.9249,19498249.0,NY,Northest,100.0
"Los Angeles, CA",2020-01-01,2335.0820900295976,34.1141,-118.4068,12799100.0,CA,West,100.0
"Chicago, IL",2020-01-01,1537.7868829617807,41.8375,-87.6866,9262825.0,IL,Midwest,100.0
"Dallas, TX",2020-01-01,1344.234552556131,32.7935,-96.7667,8100037.0,TX,Southwest,100.0
"Houston, TX",2020-01-01,1367.5996873304027,29.786,-95.3885,7510253.0,TX,Southwest,100.0
"Washington, DC",2020-01-01,1920.650903215392,38.9047,-77.0163,6304975.0,DC,Northest,100.0
"Philadelphia, PA",2020-01-01,1434.4296213900525,40.0077,-75.1339,6246160.0,PA,Northest,100.0
"Miami, FL",2020-01-01,1767.4890788213863,25.784,-80.2101,6183199.0,FL,Southeast,100.0
"Atlanta, GA",2020-01-01,1373.3743244871257,33.7628,-84.422,6307261.0,GA,Southeast,100.0
"Boston, MA",2020-01-01,2331.4670855653294,42.3188,-71.0852,4919179.0,MA,Northest,100.0
"Phoenix, AZ",2020-01-01,1303.5730530758824,33.5722,-112.0892,5070110.0,AZ,Southwest,100.0
"San Francisco, CA",2020-01-01,2818.1494933843737,37.7558,-122.4449,4566961.0,CA,West,100.0
"Riverside, CA",2020-01-01,1747.009841100867,33.9381,-117.3949,4688053.0,CA,West,100.0
"Detroit, MI",2020-01-01,1061.867481047506,42.3834,-83.1024,4342304.0,MI,Midwest,100.0
"Seattle, WA",2020-01-01,1789.5570556010134,47.6211,-122.3244,4044837.0,WA,West,100.0
"Minneapolis, MN",2020-01-01,1416.8597156510675,44.9635,-93.2678,3712020.0,MN,Midwest,100.0
"San Diego, CA",2020-01-01,2149.1644242155726,32.8313,-117.1222,3269973.0,CA,West,100.0
"Tampa, FL",2020-01-01,1346.1407216975913,27.9945,-82.4447,3342963.0,FL,Southeast,100.0
"Denver, CO",2020-01-01,1579.2382043118423,39.762,-104.8758,3005131.0,CO,West,100.0
"Baltimore, MD",2020-01-01,1451.5347307118268,39.3051,-76.6144,2834316.0,MD,Northest,100.0
"St. Louis, MO",2020-01-01,991.8112221233838,38.6359,-90.2451,2796999.0,MO,Midwest,100.0
"Orlando, FL",2020-01-01,1451.9634787218874,28.4773,-81.337,2817933.0,FL,Southeast,100.0
"Charlotte, NC",2020-01-01,1301.987259841569,35.2083,-80.8303,2805115.0,NC,Southeast,100.0
"San Antonio, TX",2020-01-01,1196.9205228736134,29.4632,-98.5238,2703999.0,TX,Southwest,100.0
"Portland, OR",2020-01-01,1472.7497838245297,45.5371,-122.65,2508050.0,OR,West,100.0
"Sacramento, CA",2020-01-01,1723.3308796514327,38.5677,-121.4685,2420608.0,CA,West,100.0
"Pittsburgh, PA",2020-01-01,1132.2376005277554,40.4397,-79.9763,2422725.0,PA,Northest,100.0
"Cincinnati, OH",2020-01-01,1086.7065257551865,39.1413,-84.506,2271479.0,OH,Midwest,100.0
"Austin, TX",2020-01-01,1424.6922044692076,30.3005,-97.7522,2473275.0,TX,Southwest,100.0
"Las Vegas, NV",2020-01-01,1297.0383462944735,36.2333,-115.2654,2336573.0,NV,West,100.0
"Kansas City, MO",2020-01-01,1038.014967647423,39.1238,-94.5541,2221343.0,MO,Midwest,100.0
"Columbus, OH",2020-01-01,1091.3475216544382,39.9862,-82.9855,2180271.0,OH,Midwest,100.0
"Indianapolis, IN",2020-01-01,1067.836178733498,39.7771,-86.1458,2138468.0,IN,Midwest,100.0
"Cleveland, OH",2020-01-01,962.5756424824816,41.4764,-81.6805,2063132.0,OH,Midwest,100.0
"San Jose, CA",2020-01-01,2960.6218281973147,37.3012,-121.848,1945767.0,CA,West,100.0
"Nashville, TN",2020-01-01,1426.7768872910049,36.1715,-86.7842,2102573.0,TN,Southeast,100.0
"Virginia Beach, VA",2020-01-01,1238.764871318221,36.7335,-76.0435,1787169.0,VA,Southeast,100.0
"Providence, RI",2020-01-01,1390.5554529230974,41.823,-71.4187,1677803.0,RI,Northest,100.0
"Jacksonville, FL",2020-01-01,1223.6568509959775,30.3322,-81.6749,1713240.0,FL,Southeast,100.0
"Milwaukee, WI",2020-01-01,1020.2851236128084,43.0642,-87.9675,1560424.0,WI,Midwest,100.0
"Oklahoma City, OK",2020-01-01,1030.513911288442,35.4676,-97.5136,1477926.0,OK,Southwest,100.0
"Raleigh, NC",2020-01-01,1321.70457299206,35.8324,-78.6429,1509231.0,NC,Southeast,100.0
"Memphis, TN",2020-01-01,1026.1193905771977,35.1087,-89.9663,1335674.0,TN,Southeast,100.0
"Richmond, VA",2020-01-01,1180.219849782413,37.5295,-77.4756,1349732.0,VA,Southeast,100.0
"Louisville, KY",2020-01-01,1001.9431934739152,38.1663,-85.6485,1365557.0,KY,Southeast,100.0
"Salt Lake City, UT",2020-01-01,1227.066711994535,40.7776,-111.9311,1267864.0,UT,West,100.0
"Hartford, CT",2020-01-01,1289.7157773385725,41.7661,-72.6834,1151543.0,CT,Northest,100.0
"Buffalo, NY",2020-01-01,951.2981476836306,42.9018,-78.8487,1155604.0,NY,Northest,100.0
"Birmingham, AL",2020-01-01,1019.878435633018,33.5279,-86.7971,1184290.0,AL,Southeast,100.0
"Grand Rapids, MI",2020-01-01,1187.1686410743962,42.9619,-85.6562,1162950.0,MI,Midwest,100.0
"New York, NY",2020-02-01,2555.5806600641413,40.6943,-73.9249,19498249.0,NY,Northest,99.97691235696023
"Los Angeles, CA",2020-02-01,2342.112633727579,34.1141,-118.4068,12799100.0,CA,West,100.30108336353574
"Chicago, IL",2020-02-01,1546.0228476356274,41.8375,-87.6866,9262825.0,IL,Midwest,100.53557256633535
"Dallas, TX",2020-02-01,1346.720712712188,32.7935,-96.7667,8100037.0,TX,Southwest,100.18494987733573
"Houston, TX",2020-02-01,1370.4328437301428,29.786,-95.3885,7510253.0,TX,Southwest,100.2071626972415
"Washington, DC",2020-02-01,1929.5157619896788,38.9047,-77.0163,6304975.0,DC,Northest,100.4615549217948
"Philadelphia, PA",2020-02-01,1437.792188890455,40.0077,-75.1339,6246160.0,PA,Northest,100.23441843714464
"Miami, FL",2020-02-01,1770.2286101729958,25.784,-80.2101,6183199.0,FL,Southeast,100.15499565934722
"Atlanta, GA",2020-02-01,1378.194660555292,33.7628,-84.422,6307261.0,GA,Southeast,100.35098486859849
"Boston, MA",2020-02-01,2353.847724697893,42.3188,-71.0852,4919179.0,MA,Northest,100.959938026624
"Phoenix, AZ",2020-02-01,1313.4426434743784,33.5722,-112.0892,5070110.0,AZ,Southwest,100.75711831992906
"San Francisco, CA",2020-02-01,2826.866554493348,37.7558,-122.4449,4566961.0,CA,West,100.309318619521
